family,front_type,budget,parameter,parameter_kind,action,supported_views,recommendation_reason,recommended_value,recommended_min,recommended_max
RE3D,extremePointsFronts,5000,algorithmResult,categorical,fix,EP|HV|joint,dominant_category_repeats,externalArchive,,
RE3D,extremePointsFronts,5000,archiveType,categorical,fix,EP|HV|joint,dominant_category_repeats,unboundedArchive,,
RE3D,extremePointsFronts,5000,crossover,categorical,fix,EP|HV|joint,dominant_category_repeats,laplace,,
RE3D,extremePointsFronts,5000,crossoverRepairStrategy,categorical,fix,EP|HV|joint,dominant_category_repeats,bounds,,
RE3D,extremePointsFronts,5000,mutation,categorical,fix,EP|HV|joint,dominant_category_repeats,levyFlight,,
RE3D,extremePointsFronts,5000,mutationRepairStrategy,categorical,fix,EP|HV|joint,dominant_category_repeats,bounds,,
RE3D,extremePointsFronts,5000,variation,categorical,fix,EP|HV|joint,dominant_category_repeats,crossoverAndMutationVariation,,
RE3D,extremePointsFronts,5000,blxAlphaBetaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,blxAlphaBetaCrossoverBeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,blxAlphaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,boltzmannTemperature,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,createInitialSolutions,categorical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,crossoverProbability,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,fuzzyRecombinationCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,levyFlightMutationBeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,levyFlightMutationStepSize,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,linkedPolynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,nonUniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,offspringPopulationSize,categorical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,pcxCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,pcxCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,polynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,populationSizeWithArchive,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,powerLawMutationDelta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,sbxDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,selection,categorical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,selectionTournamentSize,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,undcCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,undcCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,uniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,5000,laplaceCrossoverScale,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,0.42972005810617153,0.4995994380877741
RE3D,extremePointsFronts,5000,mutationProbabilityFactor,numerical,narrow,EP|HV,low_iqr_and_overlapping_centers,,0.5982697300446256,1.0464439867336521
RWA3D,extremePointsFronts,5000,algorithmResult,categorical,fix,EP|HV|joint,dominant_category_repeats,externalArchive,,
RWA3D,extremePointsFronts,5000,archiveType,categorical,fix,EP|HV|joint,dominant_category_repeats,unboundedArchive,,
RWA3D,extremePointsFronts,5000,mutation,categorical,fix,EP|HV|joint,dominant_category_repeats,powerLaw,,
RWA3D,extremePointsFronts,5000,variation,categorical,fix,EP|HV|joint,dominant_category_repeats,crossoverAndMutationVariation,,
RWA3D,extremePointsFronts,5000,blxAlphaBetaCrossoverBeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,boltzmannTemperature,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,createInitialSolutions,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,crossover,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,crossoverProbability,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,crossoverRepairStrategy,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,fuzzyRecombinationCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,laplaceCrossoverScale,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,levyFlightMutationBeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,levyFlightMutationStepSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,linkedPolynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,mutationRepairStrategy,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,nonUniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,offspringPopulationSize,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,pcxCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,pcxCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,polynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,populationSizeWithArchive,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,sbxDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,selection,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,selectionTournamentSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,undcCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,undcCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,uniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,5000,blxAlphaBetaCrossoverAlpha,numerical,narrow,EP|HV|joint,low_iqr_and_overlapping_centers,,0.6109052674875793,0.9190950002226811
RWA3D,extremePointsFronts,5000,blxAlphaCrossoverAlpha,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,0.8065372124925656,0.9867727203481668
RWA3D,extremePointsFronts,5000,mutationProbabilityFactor,numerical,narrow,EP|HV|joint,low_iqr_and_overlapping_centers,,1.8535892746355145,1.999834198357128
RWA3D,extremePointsFronts,5000,powerLawMutationDelta,numerical,narrow,EP|HV|joint,low_iqr_and_overlapping_centers,,9.24560982499326,9.970458438897122
RE3D,referenceFronts,5000,algorithmResult,categorical,fix,EP|HV|joint,dominant_category_repeats,externalArchive,,
RE3D,referenceFronts,5000,archiveType,categorical,fix,EP|HV|joint,dominant_category_repeats,unboundedArchive,,
RE3D,referenceFronts,5000,crossover,categorical,fix,EP|HV|joint,dominant_category_repeats,laplace,,
RE3D,referenceFronts,5000,crossoverRepairStrategy,categorical,fix,EP|HV|joint,dominant_category_repeats,bounds,,
RE3D,referenceFronts,5000,mutationRepairStrategy,categorical,fix,EP|HV|joint,dominant_category_repeats,bounds,,
RE3D,referenceFronts,5000,variation,categorical,fix,EP|HV|joint,dominant_category_repeats,crossoverAndMutationVariation,,
RE3D,referenceFronts,5000,blxAlphaBetaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,blxAlphaBetaCrossoverBeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,blxAlphaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,boltzmannTemperature,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,createInitialSolutions,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,crossoverProbability,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,fuzzyRecombinationCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,laplaceCrossoverScale,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,linkedPolynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,mutation,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,mutationProbabilityFactor,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,nonUniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,offspringPopulationSize,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,pcxCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,pcxCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,polynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,populationSizeWithArchive,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,powerLawMutationDelta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,sbxDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,selection,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,selectionTournamentSize,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,undcCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,undcCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,uniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,5000,levyFlightMutationBeta,numerical,narrow,EP|HV,low_iqr_and_overlapping_centers,,1.0089759227534842,1.466969565207838
RE3D,referenceFronts,5000,levyFlightMutationStepSize,numerical,narrow,EP|joint,low_iqr_and_overlapping_centers,,0.38379937035956424,0.772292987564794
RWA3D,referenceFronts,5000,algorithmResult,categorical,fix,EP|HV|joint,dominant_category_repeats,externalArchive,,
RWA3D,referenceFronts,5000,archiveType,categorical,fix,EP|HV|joint,dominant_category_repeats,unboundedArchive,,
RWA3D,referenceFronts,5000,createInitialSolutions,categorical,fix,HV|joint,dominant_category_repeats,cauchy,,
RWA3D,referenceFronts,5000,mutation,categorical,fix,EP|HV|joint,dominant_category_repeats,powerLaw,,
RWA3D,referenceFronts,5000,variation,categorical,fix,EP|HV|joint,dominant_category_repeats,crossoverAndMutationVariation,,
RWA3D,referenceFronts,5000,blxAlphaBetaCrossoverBeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,blxAlphaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,boltzmannTemperature,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,crossover,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,crossoverProbability,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,crossoverRepairStrategy,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,fuzzyRecombinationCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,laplaceCrossoverScale,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,levyFlightMutationBeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,levyFlightMutationStepSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,linkedPolynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,mutationRepairStrategy,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,nonUniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,offspringPopulationSize,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,pcxCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,pcxCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,polynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,powerLawMutationDelta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,sbxDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,selection,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,selectionTournamentSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,undcCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,undcCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,uniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,5000,blxAlphaBetaCrossoverAlpha,numerical,narrow,EP|HV,low_iqr_and_overlapping_centers,,0.5793170937028769,0.9966053823154496
RWA3D,referenceFronts,5000,mutationProbabilityFactor,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,1.786398954240021,1.9989979148466903
RWA3D,referenceFronts,5000,populationSizeWithArchive,numerical,narrow,EP|joint,low_iqr_and_overlapping_centers,,136.5,198.0
RE3D,extremePointsFronts,7000,algorithmResult,categorical,fix,EP|HV|joint,dominant_category_repeats,externalArchive,,
RE3D,extremePointsFronts,7000,archiveType,categorical,fix,EP|HV|joint,dominant_category_repeats,unboundedArchive,,
RE3D,extremePointsFronts,7000,crossover,categorical,fix,EP|HV|joint,dominant_category_repeats,laplace,,
RE3D,extremePointsFronts,7000,crossoverRepairStrategy,categorical,fix,EP|HV|joint,dominant_category_repeats,bounds,,
RE3D,extremePointsFronts,7000,mutationRepairStrategy,categorical,fix,EP|HV|joint,dominant_category_repeats,bounds,,
RE3D,extremePointsFronts,7000,variation,categorical,fix,EP|HV|joint,dominant_category_repeats,crossoverAndMutationVariation,,
RE3D,extremePointsFronts,7000,blxAlphaBetaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,blxAlphaBetaCrossoverBeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,blxAlphaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,createInitialSolutions,categorical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,fuzzyRecombinationCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,laplaceCrossoverScale,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,levyFlightMutationBeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,levyFlightMutationStepSize,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,linkedPolynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,mutation,categorical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,mutationProbabilityFactor,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,nonUniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,offspringPopulationSize,categorical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,pcxCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,pcxCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,polynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,powerLawMutationDelta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,sbxDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,selection,categorical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,selectionTournamentSize,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,undcCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,undcCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,uniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RE3D,extremePointsFronts,7000,boltzmannTemperature,numerical,narrow,EP|HV|joint,low_iqr_and_overlapping_centers,,52.63256744695127,89.65264966062594
RE3D,extremePointsFronts,7000,crossoverProbability,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,0.7397830128391119,0.9997362995174516
RE3D,extremePointsFronts,7000,populationSizeWithArchive,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,73.25,128.75
RWA3D,extremePointsFronts,7000,algorithmResult,categorical,fix,EP|HV|joint,dominant_category_repeats,externalArchive,,
RWA3D,extremePointsFronts,7000,archiveType,categorical,fix,EP|HV|joint,dominant_category_repeats,unboundedArchive,,
RWA3D,extremePointsFronts,7000,mutation,categorical,fix,HV|joint,dominant_category_repeats,powerLaw,,
RWA3D,extremePointsFronts,7000,mutationRepairStrategy,categorical,fix,EP|HV|joint,dominant_category_repeats,round,,
RWA3D,extremePointsFronts,7000,variation,categorical,fix,EP|HV|joint,dominant_category_repeats,crossoverAndMutationVariation,,
RWA3D,extremePointsFronts,7000,blxAlphaBetaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,blxAlphaBetaCrossoverBeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,boltzmannTemperature,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,createInitialSolutions,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,crossover,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,crossoverProbability,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,crossoverRepairStrategy,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,fuzzyRecombinationCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,levyFlightMutationBeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,levyFlightMutationStepSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,linkedPolynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,mutationProbabilityFactor,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,nonUniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,offspringPopulationSize,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,pcxCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,pcxCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,polynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,powerLawMutationDelta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,sbxDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,selection,categorical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,selectionTournamentSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,undcCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,undcCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,uniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,extremePointsFronts,7000,blxAlphaCrossoverAlpha,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,0.9250911177441152,0.9921041595340876
RWA3D,extremePointsFronts,7000,laplaceCrossoverScale,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,0.4371773029946615,0.43866895930389826
RWA3D,extremePointsFronts,7000,populationSizeWithArchive,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,10.0,21.5
RE3D,referenceFronts,7000,algorithmResult,categorical,fix,EP|HV|joint,dominant_category_repeats,externalArchive,,
RE3D,referenceFronts,7000,archiveType,categorical,fix,EP|HV|joint,dominant_category_repeats,unboundedArchive,,
RE3D,referenceFronts,7000,crossover,categorical,fix,EP|HV|joint,dominant_category_repeats,laplace,,
RE3D,referenceFronts,7000,crossoverRepairStrategy,categorical,fix,EP|HV|joint,dominant_category_repeats,bounds,,
RE3D,referenceFronts,7000,mutationRepairStrategy,categorical,fix,EP|HV|joint,dominant_category_repeats,bounds,,
RE3D,referenceFronts,7000,variation,categorical,fix,EP|HV|joint,dominant_category_repeats,crossoverAndMutationVariation,,
RE3D,referenceFronts,7000,blxAlphaBetaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,blxAlphaBetaCrossoverBeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,blxAlphaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,boltzmannTemperature,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,createInitialSolutions,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,crossoverProbability,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,fuzzyRecombinationCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,levyFlightMutationBeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,linkedPolynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,mutation,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,mutationProbabilityFactor,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,nonUniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,offspringPopulationSize,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,pcxCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,pcxCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,polynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,populationSizeWithArchive,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,sbxDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,selection,categorical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,selectionTournamentSize,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,undcCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,undcCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,uniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RE3D,referenceFronts,7000,laplaceCrossoverScale,numerical,narrow,EP|HV|joint,low_iqr_and_overlapping_centers,,0.4237806681848281,0.4999547279954025
RE3D,referenceFronts,7000,levyFlightMutationStepSize,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,0.7011757788088033,0.9997385542772704
RE3D,referenceFronts,7000,powerLawMutationDelta,numerical,narrow,EP|joint,low_iqr_and_overlapping_centers,,2.135702812382398,6.718722239649287
RWA3D,referenceFronts,7000,algorithmResult,categorical,fix,EP|HV|joint,dominant_category_repeats,externalArchive,,
RWA3D,referenceFronts,7000,archiveType,categorical,fix,EP|HV|joint,dominant_category_repeats,unboundedArchive,,
RWA3D,referenceFronts,7000,mutation,categorical,fix,EP|HV|joint,dominant_category_repeats,powerLaw,,
RWA3D,referenceFronts,7000,mutationRepairStrategy,categorical,fix,EP|HV|joint,dominant_category_repeats,round,,
RWA3D,referenceFronts,7000,variation,categorical,fix,EP|HV|joint,dominant_category_repeats,crossoverAndMutationVariation,,
RWA3D,referenceFronts,7000,blxAlphaBetaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,blxAlphaBetaCrossoverBeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,blxAlphaCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,createInitialSolutions,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,crossover,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,crossoverProbability,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,crossoverRepairStrategy,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,fuzzyRecombinationCrossoverAlpha,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,laplaceCrossoverScale,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,levyFlightMutationBeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,levyFlightMutationStepSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,linkedPolynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,nonUniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,offspringPopulationSize,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,pcxCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,pcxCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,polynomialMutationDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,powerLawMutationDelta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,sbxDistributionIndex,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,selection,categorical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,selectionTournamentSize,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,undcCrossoverEta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,undcCrossoverZeta,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,uniformMutationPerturbation,numerical,keep_open,,insufficient_consistency,,,
RWA3D,referenceFronts,7000,boltzmannTemperature,numerical,narrow,HV|joint,low_iqr_and_overlapping_centers,,0.9884099753415739,1.531233183571418
RWA3D,referenceFronts,7000,mutationProbabilityFactor,numerical,narrow,EP|HV|joint,low_iqr_and_overlapping_centers,,1.779213030610714,1.994876148210702
RWA3D,referenceFronts,7000,populationSizeWithArchive,numerical,narrow,EP|joint,low_iqr_and_overlapping_centers,,129.5,199.0
