family,front_type,budget,view,quantile,parameter,parameter_kind,observed_n,elite_n,observed_unique,elite_unique,dominant_category,dominant_share
RE3D,referenceFronts,3000,joint,0.1,offspringPopulationSize,categorical,202,21,6,6,5,0.3333333333333333
RE3D,referenceFronts,3000,joint,0.2,offspringPopulationSize,categorical,202,41,6,6,5,0.2682926829268293
RE3D,referenceFronts,3000,EP,0.05,selection,categorical,202,11,5,5,ranking,0.5454545454545454
RE3D,referenceFronts,3000,EP,0.1,selection,categorical,202,21,5,5,ranking,0.5238095238095238
RE3D,referenceFronts,3000,EP,0.2,selection,categorical,202,41,5,5,ranking,0.4146341463414634
RE3D,referenceFronts,3000,HV,0.05,selection,categorical,202,11,5,5,tournament,0.45454545454545453
RE3D,referenceFronts,3000,HV,0.1,selection,categorical,202,21,5,5,tournament,0.38095238095238093
RE3D,referenceFronts,3000,HV,0.2,selection,categorical,202,41,5,5,ranking,0.3902439024390244
RE3D,referenceFronts,3000,joint,0.05,selection,categorical,202,11,5,3,tournament,0.45454545454545453
RE3D,referenceFronts,3000,joint,0.1,selection,categorical,202,21,5,4,ranking,0.47619047619047616
RE3D,referenceFronts,3000,joint,0.2,selection,categorical,202,41,5,4,ranking,0.43902439024390244
RE3D,referenceFronts,3000,EP,0.05,variation,categorical,202,11,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,3000,EP,0.1,variation,categorical,202,21,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,3000,EP,0.2,variation,categorical,202,41,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,3000,HV,0.05,variation,categorical,202,11,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,3000,HV,0.1,variation,categorical,202,21,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,3000,HV,0.2,variation,categorical,202,41,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,3000,joint,0.05,variation,categorical,202,11,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,3000,joint,0.1,variation,categorical,202,21,1,1,crossoverAndMutationVariation,1.0
RE3D,referenceFronts,3000,joint,0.2,variation,categorical,202,41,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,3000,EP,0.05,algorithmResult,categorical,411,21,1,1,externalArchive,1.0
RWA3D,referenceFronts,3000,EP,0.1,algorithmResult,categorical,411,42,1,1,externalArchive,1.0
RWA3D,referenceFronts,3000,EP,0.2,algorithmResult,categorical,411,83,1,1,externalArchive,1.0
RWA3D,referenceFronts,3000,HV,0.05,algorithmResult,categorical,411,21,1,1,externalArchive,1.0
RWA3D,referenceFronts,3000,HV,0.1,algorithmResult,categorical,411,42,1,1,externalArchive,1.0
RWA3D,referenceFronts,3000,HV,0.2,algorithmResult,categorical,411,83,1,1,externalArchive,1.0
RWA3D,referenceFronts,3000,joint,0.05,algorithmResult,categorical,411,21,1,1,externalArchive,1.0
RWA3D,referenceFronts,3000,joint,0.1,algorithmResult,categorical,411,42,1,1,externalArchive,1.0
RWA3D,referenceFronts,3000,joint,0.2,algorithmResult,categorical,411,83,1,1,externalArchive,1.0
RWA3D,referenceFronts,3000,EP,0.05,archiveType,categorical,411,21,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,3000,EP,0.1,archiveType,categorical,411,42,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,3000,EP,0.2,archiveType,categorical,411,83,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,3000,HV,0.05,archiveType,categorical,411,21,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,3000,HV,0.1,archiveType,categorical,411,42,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,3000,HV,0.2,archiveType,categorical,411,83,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,3000,joint,0.05,archiveType,categorical,411,21,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,3000,joint,0.1,archiveType,categorical,411,42,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,3000,joint,0.2,archiveType,categorical,411,83,1,1,unboundedArchive,1.0
RWA3D,referenceFronts,3000,EP,0.05,createInitialSolutions,categorical,411,21,6,4,cauchy,0.7142857142857143
RWA3D,referenceFronts,3000,EP,0.1,createInitialSolutions,categorical,411,42,6,6,cauchy,0.7142857142857143
RWA3D,referenceFronts,3000,EP,0.2,createInitialSolutions,categorical,411,83,6,6,cauchy,0.7228915662650602
RWA3D,referenceFronts,3000,HV,0.05,createInitialSolutions,categorical,411,21,6,4,cauchy,0.7142857142857143
RWA3D,referenceFronts,3000,HV,0.1,createInitialSolutions,categorical,411,42,6,5,cauchy,0.7380952380952381
RWA3D,referenceFronts,3000,HV,0.2,createInitialSolutions,categorical,411,83,6,6,cauchy,0.7349397590361446
RWA3D,referenceFronts,3000,joint,0.05,createInitialSolutions,categorical,411,21,6,2,cauchy,0.9523809523809523
RWA3D,referenceFronts,3000,joint,0.1,createInitialSolutions,categorical,411,42,6,3,cauchy,0.9285714285714286
RWA3D,referenceFronts,3000,joint,0.2,createInitialSolutions,categorical,411,83,6,3,cauchy,0.9036144578313253
RWA3D,referenceFronts,3000,EP,0.05,crossover,categorical,411,21,3,2,BLX-alpha-beta,0.8095238095238095
RWA3D,referenceFronts,3000,EP,0.1,crossover,categorical,411,42,3,2,BLX-alpha-beta,0.7857142857142857
RWA3D,referenceFronts,3000,EP,0.2,crossover,categorical,411,83,3,3,BLX-alpha-beta,0.7228915662650602
RWA3D,referenceFronts,3000,HV,0.05,crossover,categorical,411,21,3,2,BLX-alpha,0.7619047619047619
RWA3D,referenceFronts,3000,HV,0.1,crossover,categorical,411,42,3,2,BLX-alpha,0.5952380952380952
RWA3D,referenceFronts,3000,HV,0.2,crossover,categorical,411,83,3,2,BLX-alpha,0.5060240963855421
RWA3D,referenceFronts,3000,joint,0.05,crossover,categorical,411,21,3,2,BLX-alpha-beta,0.6190476190476191
RWA3D,referenceFronts,3000,joint,0.1,crossover,categorical,411,42,3,2,BLX-alpha-beta,0.5476190476190477
RWA3D,referenceFronts,3000,joint,0.2,crossover,categorical,411,83,3,2,BLX-alpha-beta,0.5662650602409639
RWA3D,referenceFronts,3000,EP,0.05,crossoverRepairStrategy,categorical,411,21,3,3,bounds,0.7142857142857143
RWA3D,referenceFronts,3000,EP,0.1,crossoverRepairStrategy,categorical,411,42,3,3,bounds,0.5952380952380952
RWA3D,referenceFronts,3000,EP,0.2,crossoverRepairStrategy,categorical,411,83,3,3,bounds,0.5903614457831325
RWA3D,referenceFronts,3000,HV,0.05,crossoverRepairStrategy,categorical,411,21,3,3,bounds,0.8571428571428571
RWA3D,referenceFronts,3000,HV,0.1,crossoverRepairStrategy,categorical,411,42,3,3,bounds,0.7619047619047619
RWA3D,referenceFronts,3000,HV,0.2,crossoverRepairStrategy,categorical,411,83,3,3,bounds,0.6506024096385542
RWA3D,referenceFronts,3000,joint,0.05,crossoverRepairStrategy,categorical,411,21,3,3,bounds,0.6666666666666666
RWA3D,referenceFronts,3000,joint,0.1,crossoverRepairStrategy,categorical,411,42,3,3,bounds,0.6428571428571429
RWA3D,referenceFronts,3000,joint,0.2,crossoverRepairStrategy,categorical,411,83,3,3,bounds,0.6506024096385542
RWA3D,referenceFronts,3000,EP,0.05,mutation,categorical,411,21,2,2,powerLaw,0.9523809523809523
RWA3D,referenceFronts,3000,EP,0.1,mutation,categorical,411,42,2,2,powerLaw,0.9285714285714286
RWA3D,referenceFronts,3000,EP,0.2,mutation,categorical,411,83,2,2,powerLaw,0.8072289156626506
RWA3D,referenceFronts,3000,HV,0.05,mutation,categorical,411,21,2,1,powerLaw,1.0
RWA3D,referenceFronts,3000,HV,0.1,mutation,categorical,411,42,2,1,powerLaw,1.0
RWA3D,referenceFronts,3000,HV,0.2,mutation,categorical,411,83,2,1,powerLaw,1.0
RWA3D,referenceFronts,3000,joint,0.05,mutation,categorical,411,21,2,1,powerLaw,1.0
RWA3D,referenceFronts,3000,joint,0.1,mutation,categorical,411,42,2,1,powerLaw,1.0
RWA3D,referenceFronts,3000,joint,0.2,mutation,categorical,411,83,2,2,powerLaw,0.9879518072289156
RWA3D,referenceFronts,3000,EP,0.05,mutationRepairStrategy,categorical,411,21,2,2,bounds,0.9047619047619048
RWA3D,referenceFronts,3000,EP,0.1,mutationRepairStrategy,categorical,411,42,2,2,bounds,0.8571428571428571
RWA3D,referenceFronts,3000,EP,0.2,mutationRepairStrategy,categorical,411,83,2,2,bounds,0.7951807228915663
RWA3D,referenceFronts,3000,HV,0.05,mutationRepairStrategy,categorical,411,21,2,2,round,0.7619047619047619
RWA3D,referenceFronts,3000,HV,0.1,mutationRepairStrategy,categorical,411,42,2,2,round,0.8095238095238095
RWA3D,referenceFronts,3000,HV,0.2,mutationRepairStrategy,categorical,411,83,2,2,round,0.7590361445783133
RWA3D,referenceFronts,3000,joint,0.05,mutationRepairStrategy,categorical,411,21,2,2,bounds,0.6190476190476191
RWA3D,referenceFronts,3000,joint,0.1,mutationRepairStrategy,categorical,411,42,2,2,bounds,0.5714285714285714
RWA3D,referenceFronts,3000,joint,0.2,mutationRepairStrategy,categorical,411,83,2,2,bounds,0.5421686746987951
RWA3D,referenceFronts,3000,EP,0.05,offspringPopulationSize,categorical,411,21,8,7,5,0.2857142857142857
RWA3D,referenceFronts,3000,EP,0.1,offspringPopulationSize,categorical,411,42,8,7,5,0.3333333333333333
RWA3D,referenceFronts,3000,EP,0.2,offspringPopulationSize,categorical,411,83,8,8,5,0.24096385542168675
RWA3D,referenceFronts,3000,HV,0.05,offspringPopulationSize,categorical,411,21,8,5,10,0.42857142857142855
RWA3D,referenceFronts,3000,HV,0.1,offspringPopulationSize,categorical,411,42,8,8,5,0.3333333333333333
RWA3D,referenceFronts,3000,HV,0.2,offspringPopulationSize,categorical,411,83,8,8,5,0.24096385542168675
RWA3D,referenceFronts,3000,joint,0.05,offspringPopulationSize,categorical,411,21,8,7,5,0.3333333333333333
RWA3D,referenceFronts,3000,joint,0.1,offspringPopulationSize,categorical,411,42,8,7,5,0.42857142857142855
RWA3D,referenceFronts,3000,joint,0.2,offspringPopulationSize,categorical,411,83,8,8,5,0.30120481927710846
RWA3D,referenceFronts,3000,EP,0.05,selection,categorical,411,21,5,3,random,0.7619047619047619
RWA3D,referenceFronts,3000,EP,0.1,selection,categorical,411,42,5,4,random,0.7142857142857143
RWA3D,referenceFronts,3000,EP,0.2,selection,categorical,411,83,5,4,random,0.5903614457831325
RWA3D,referenceFronts,3000,HV,0.05,selection,categorical,411,21,5,5,boltzmann,0.38095238095238093
RWA3D,referenceFronts,3000,HV,0.1,selection,categorical,411,42,5,5,boltzmann,0.3333333333333333
RWA3D,referenceFronts,3000,HV,0.2,selection,categorical,411,83,5,5,boltzmann,0.30120481927710846
RWA3D,referenceFronts,3000,joint,0.05,selection,categorical,411,21,5,4,random,0.6190476190476191
RWA3D,referenceFronts,3000,joint,0.1,selection,categorical,411,42,5,5,random,0.5952380952380952
RWA3D,referenceFronts,3000,joint,0.2,selection,categorical,411,83,5,5,random,0.5421686746987951
RWA3D,referenceFronts,3000,EP,0.05,variation,categorical,411,21,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,3000,EP,0.1,variation,categorical,411,42,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,3000,EP,0.2,variation,categorical,411,83,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,3000,HV,0.05,variation,categorical,411,21,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,3000,HV,0.1,variation,categorical,411,42,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,3000,HV,0.2,variation,categorical,411,83,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,3000,joint,0.05,variation,categorical,411,21,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,3000,joint,0.1,variation,categorical,411,42,1,1,crossoverAndMutationVariation,1.0
RWA3D,referenceFronts,3000,joint,0.2,variation,categorical,411,83,1,1,crossoverAndMutationVariation,1.0
