problem,dataset,budget,run,checkpoint_idx,eval,hv
RE3D,referenceFronts,5000,1,23,2400,0.8513769408871216
RE3D,referenceFronts,5000,1,24,2500,0.8513848191065255
RE3D,referenceFronts,5000,1,25,2600,0.8513848191065255
RE3D,referenceFronts,5000,1,26,2700,0.8513848191065255
RE3D,referenceFronts,5000,1,27,2800,0.8513848191065255
RE3D,referenceFronts,5000,1,28,2900,0.8513848191065255
RE3D,referenceFronts,5000,1,29,3000,0.8513848191065255
RE3D,referenceFronts,5000,2,0,100,0.8485793366517057
RE3D,referenceFronts,5000,2,1,200,0.8507035383344084
RE3D,referenceFronts,5000,2,2,300,0.8509687658535222
RE3D,referenceFronts,5000,2,3,400,0.8511694531699535
RE3D,referenceFronts,5000,2,4,500,0.8512163317712353
RE3D,referenceFronts,5000,2,5,600,0.8513824733198352
RE3D,referenceFronts,5000,2,6,700,0.8513824733198352
RE3D,referenceFronts,5000,2,7,800,0.8514047734175542
RE3D,referenceFronts,5000,2,8,900,0.8514437613860035
RE3D,referenceFronts,5000,2,9,1000,0.8514437613860035
RE3D,referenceFronts,5000,2,10,1100,0.8514437613860035
RE3D,referenceFronts,5000,2,11,1200,0.8514437613860035
RE3D,referenceFronts,5000,2,12,1300,0.8514437613860035
RE3D,referenceFronts,5000,2,13,1400,0.8514437613860035
RE3D,referenceFronts,5000,2,14,1500,0.8514437613860035
RE3D,referenceFronts,5000,2,15,1600,0.8514437613860035
RE3D,referenceFronts,5000,2,16,1700,0.851481592241436
RE3D,referenceFronts,5000,2,17,1800,0.851481592241436
RE3D,referenceFronts,5000,2,18,1900,0.8515227378972029
RE3D,referenceFronts,5000,2,19,2000,0.851553009809592
RE3D,referenceFronts,5000,2,20,2100,0.851553009809592
RE3D,referenceFronts,5000,2,21,2200,0.851553009809592
RE3D,referenceFronts,5000,2,22,2300,0.851553009809592
RE3D,referenceFronts,5000,2,23,2400,0.851553009809592
RE3D,referenceFronts,5000,2,24,2500,0.851553009809592
RE3D,referenceFronts,5000,2,25,2600,0.851553009809592
RE3D,referenceFronts,5000,2,26,2700,0.851553009809592
RE3D,referenceFronts,5000,2,27,2800,0.851553009809592
RE3D,referenceFronts,5000,2,28,2900,0.851553009809592
RE3D,referenceFronts,5000,2,29,3000,0.851553009809592
RE3D,referenceFronts,5000,3,0,100,0.8469940994692914
RE3D,referenceFronts,5000,3,1,200,0.8501015928323593
RE3D,referenceFronts,5000,3,2,300,0.8503356630904431
RE3D,referenceFronts,5000,3,3,400,0.8509915864187133
RE3D,referenceFronts,5000,3,4,500,0.8510639698559956
RE3D,referenceFronts,5000,3,5,600,0.8510639698559956
RE3D,referenceFronts,5000,3,6,700,0.8511787195704501
RE3D,referenceFronts,5000,3,7,800,0.8513104442927167
RE3D,referenceFronts,5000,3,8,900,0.8513104442927167
RE3D,referenceFronts,5000,3,9,1000,0.8513104442927167
RE3D,referenceFronts,5000,3,10,1100,0.8513127178722629
RE3D,referenceFronts,5000,3,11,1200,0.8514064152103314
RE3D,referenceFronts,5000,3,12,1300,0.8514578572496394
RE3D,referenceFronts,5000,3,13,1400,0.851468413841442
RE3D,referenceFronts,5000,3,14,1500,0.851468413841442
RE3D,referenceFronts,5000,3,15,1600,0.8515601878667534
RE3D,referenceFronts,5000,3,16,1700,0.8515601878667534
RE3D,referenceFronts,5000,3,17,1800,0.8515601878667534
RE3D,referenceFronts,5000,3,18,1900,0.8515601878667534
RE3D,referenceFronts,5000,3,19,2000,0.8515601878667534
RE3D,referenceFronts,5000,3,20,2100,0.8515601878667534
RE3D,referenceFronts,5000,3,21,2200,0.8515601878667534
RE3D,referenceFronts,5000,3,22,2300,0.8515601878667534
RE3D,referenceFronts,5000,3,23,2400,0.8515601878667534
RE3D,referenceFronts,5000,3,24,2500,0.8515685774165898
RE3D,referenceFronts,5000,3,25,2600,0.8515685774165898
RE3D,referenceFronts,5000,3,26,2700,0.8515685774165898
RE3D,referenceFronts,5000,3,27,2800,0.8515900257503388
RE3D,referenceFronts,5000,3,28,2900,0.8515900257503388
RE3D,referenceFronts,5000,3,29,3000,0.8515900257503388
RE3D,referenceFronts,5000,4,0,100,0.8485910493387437
RE3D,referenceFronts,5000,4,1,200,0.8503062128460169
RE3D,referenceFronts,5000,4,2,300,0.8506724837873012
RE3D,referenceFronts,5000,4,3,400,0.8511532580367487
RE3D,referenceFronts,5000,4,4,500,0.8511532580367487
RE3D,referenceFronts,5000,4,5,600,0.8513185865465837
RE3D,referenceFronts,5000,4,6,700,0.8513185865465837
RE3D,referenceFronts,5000,4,7,800,0.8513185865465837
RE3D,referenceFronts,5000,4,8,900,0.8513626142884926
RE3D,referenceFronts,5000,4,9,1000,0.851472619230677
RE3D,referenceFronts,5000,4,10,1100,0.851472619230677
RE3D,referenceFronts,5000,4,11,1200,0.8515125732470434
RE3D,referenceFronts,5000,4,12,1300,0.8515125732470434
RE3D,referenceFronts,5000,4,13,1400,0.8515125732470434
RE3D,referenceFronts,5000,4,14,1500,0.8515125732470434
RE3D,referenceFronts,5000,4,15,1600,0.8515125732470434
RE3D,referenceFronts,5000,4,16,1700,0.8515125732470434
RE3D,referenceFronts,5000,4,17,1800,0.8515125732470434
RE3D,referenceFronts,5000,4,18,1900,0.8515125732470434
RE3D,referenceFronts,5000,4,19,2000,0.8515125732470434
RE3D,referenceFronts,5000,4,20,2100,0.8515125732470434
RE3D,referenceFronts,5000,4,21,2200,0.8515125732470434
RE3D,referenceFronts,5000,4,22,2300,0.8515125732470434
RE3D,referenceFronts,5000,4,23,2400,0.8515573860780655
RE3D,referenceFronts,5000,4,24,2500,0.8515573860780655
RE3D,referenceFronts,5000,4,25,2600,0.8515573860780655
RE3D,referenceFronts,5000,4,26,2700,0.8515573860780655
RE3D,referenceFronts,5000,4,27,2800,0.8515573860780655
RE3D,referenceFronts,5000,4,28,2900,0.8515573860780655
RE3D,referenceFronts,5000,4,29,3000,0.8515573860780655
RE3D,referenceFronts,5000,5,0,100,0.8502244315176644
RE3D,referenceFronts,5000,5,1,200,0.8502568440953081
RE3D,referenceFronts,5000,5,2,300,0.8506715778147401
RE3D,referenceFronts,5000,5,3,400,0.8507562115948196
RE3D,referenceFronts,5000,5,4,500,0.8508582090615964
RE3D,referenceFronts,5000,5,5,600,0.8510367235772093
RE3D,referenceFronts,5000,5,6,700,0.8511860841522997
RE3D,referenceFronts,5000,5,7,800,0.8511860841522997
RE3D,referenceFronts,5000,5,8,900,0.851375850382515
RE3D,referenceFronts,5000,5,9,1000,0.851375850382515
RE3D,referenceFronts,5000,5,10,1100,0.8513784173292132
RE3D,referenceFronts,5000,5,11,1200,0.8513784173292132
RE3D,referenceFronts,5000,5,12,1300,0.8514345842723968
RE3D,referenceFronts,5000,5,13,1400,0.8514345842723968
RE3D,referenceFronts,5000,5,14,1500,0.8514345842723968
RE3D,referenceFronts,5000,5,15,1600,0.8514345842723968
RE3D,referenceFronts,5000,5,16,1700,0.8514717360237699
RE3D,referenceFronts,5000,5,17,1800,0.8514717360237699
RE3D,referenceFronts,5000,5,18,1900,0.8514717360237699
RE3D,referenceFronts,5000,5,19,2000,0.8514717360237699
RE3D,referenceFronts,5000,5,20,2100,0.8514813196320937
RE3D,referenceFronts,5000,5,21,2200,0.8514813196320937
RE3D,referenceFronts,5000,5,22,2300,0.8514813196320937
RE3D,referenceFronts,5000,5,23,2400,0.8514813196320937
RE3D,referenceFronts,5000,5,24,2500,0.8514813196320937
RE3D,referenceFronts,5000,5,25,2600,0.8514813196320937
RE3D,referenceFronts,5000,5,26,2700,0.8514813196320937
RE3D,referenceFronts,5000,5,27,2800,0.8515207815939203
RE3D,referenceFronts,5000,5,28,2900,0.8515207815939203
RE3D,referenceFronts,5000,5,29,3000,0.8515207815939203
RE3D,referenceFronts,5000,6,0,100,0.8502689428705666
RE3D,referenceFronts,5000,6,1,200,0.8502689428705666
RE3D,referenceFronts,5000,6,2,300,0.8504282845449885
RE3D,referenceFronts,5000,6,3,400,0.8504282845449885
RE3D,referenceFronts,5000,6,4,500,0.8507134407119777
RE3D,referenceFronts,5000,6,5,600,0.8509935329003485
RE3D,referenceFronts,5000,6,6,700,0.8511971123274588
RE3D,referenceFronts,5000,6,7,800,0.8511971123274588
RE3D,referenceFronts,5000,6,8,900,0.8511971123274588
RE3D,referenceFronts,5000,6,9,1000,0.8512803599776939
RE3D,referenceFronts,5000,6,10,1100,0.8513125734215039
RE3D,referenceFronts,5000,6,11,1200,0.8513125734215039
RE3D,referenceFronts,5000,6,12,1300,0.8514055037823267
RE3D,referenceFronts,5000,6,13,1400,0.8514055037823267
RE3D,referenceFronts,5000,6,14,1500,0.8514055037823267
RE3D,referenceFronts,5000,6,15,1600,0.8514055037823267
RE3D,referenceFronts,5000,6,16,1700,0.8514566546670931
RE3D,referenceFronts,5000,6,17,1800,0.8514566546670931
RE3D,referenceFronts,5000,6,18,1900,0.8514566546670931
RE3D,referenceFronts,5000,6,19,2000,0.8514566546670931
RE3D,referenceFronts,5000,6,20,2100,0.8514566546670931
RE3D,referenceFronts,5000,6,21,2200,0.8514850813540839
RE3D,referenceFronts,5000,6,22,2300,0.8514850813540839
RE3D,referenceFronts,5000,6,23,2400,0.8514850813540839
RE3D,referenceFronts,5000,6,24,2500,0.8514850813540839
RE3D,referenceFronts,5000,6,25,2600,0.8514850813540839
RE3D,referenceFronts,5000,6,26,2700,0.8514850813540839
RE3D,referenceFronts,5000,6,27,2800,0.8514850813540839
RE3D,referenceFronts,5000,6,28,2900,0.8514850813540839
RE3D,referenceFronts,5000,6,29,3000,0.8514850813540839
RE3D,referenceFronts,5000,7,0,100,0.8493384074675244
RE3D,referenceFronts,5000,7,1,200,0.8505694201638795
RE3D,referenceFronts,5000,7,2,300,0.850904131543657
RE3D,referenceFronts,5000,7,3,400,0.850904131543657
RE3D,referenceFronts,5000,7,4,500,0.8509282733237586
RE3D,referenceFronts,5000,7,5,600,0.8511718690815213
RE3D,referenceFronts,5000,7,6,700,0.8512307283221697
RE3D,referenceFronts,5000,7,7,800,0.85136100518448
RE3D,referenceFronts,5000,7,8,900,0.85136100518448
RE3D,referenceFronts,5000,7,9,1000,0.85136100518448
RE3D,referenceFronts,5000,7,10,1100,0.8513848229197342
RE3D,referenceFronts,5000,7,11,1200,0.8513848229197342
RE3D,referenceFronts,5000,7,12,1300,0.8513848229197342
RE3D,referenceFronts,5000,7,13,1400,0.8514362738153355
RE3D,referenceFronts,5000,7,14,1500,0.8514362738153355
RE3D,referenceFronts,5000,7,15,1600,0.8514362738153355
RE3D,referenceFronts,5000,7,16,1700,0.8514362738153355
RE3D,referenceFronts,5000,7,17,1800,0.8514572967763426
RE3D,referenceFronts,5000,7,18,1900,0.8514572967763426
RE3D,referenceFronts,5000,7,19,2000,0.8514572967763426
RE3D,referenceFronts,5000,7,20,2100,0.8514572967763426
RE3D,referenceFronts,5000,7,21,2200,0.8514572967763426
RE3D,referenceFronts,5000,7,22,2300,0.8514572967763426
RE3D,referenceFronts,5000,7,23,2400,0.8514818838288098
RE3D,referenceFronts,5000,7,24,2500,0.8514818838288098
RE3D,referenceFronts,5000,7,25,2600,0.8514818838288098
RE3D,referenceFronts,5000,7,26,2700,0.8514818838288098
RE3D,referenceFronts,5000,7,27,2800,0.8515599169432855
RE3D,referenceFronts,5000,7,28,2900,0.8515599169432855
RE3D,referenceFronts,5000,7,29,3000,0.8515599169432855
RE3D,referenceFronts,5000,8,0,100,0.8504385556854613
RE3D,referenceFronts,5000,8,1,200,0.8507574175585988
RE3D,referenceFronts,5000,8,2,300,0.8507574175585988
RE3D,referenceFronts,5000,8,3,400,0.8507574175585988
RE3D,referenceFronts,5000,8,4,500,0.8509441544768894
RE3D,referenceFronts,5000,8,5,600,0.8509462915535312
RE3D,referenceFronts,5000,8,6,700,0.8510405325002122
RE3D,referenceFronts,5000,8,7,800,0.8510405325002122
RE3D,referenceFronts,5000,8,8,900,0.851102667250108
RE3D,referenceFronts,5000,8,9,1000,0.8511922352879615
RE3D,referenceFronts,5000,8,10,1100,0.8512131613426551
RE3D,referenceFronts,5000,8,11,1200,0.8512131613426551
RE3D,referenceFronts,5000,8,12,1300,0.8513865478135152
RE3D,referenceFronts,5000,8,13,1400,0.8513865478135152
RE3D,referenceFronts,5000,8,14,1500,0.8513865478135152
RE3D,referenceFronts,5000,8,15,1600,0.8513865478135152
RE3D,referenceFronts,5000,8,16,1700,0.8513865478135152
RE3D,referenceFronts,5000,8,17,1800,0.8513865478135152
RE3D,referenceFronts,5000,8,18,1900,0.8513865478135152
RE3D,referenceFronts,5000,8,19,2000,0.8513865478135152
RE3D,referenceFronts,5000,8,20,2100,0.8513865478135152
RE3D,referenceFronts,5000,8,21,2200,0.8514172597560935
RE3D,referenceFronts,5000,8,22,2300,0.8514172597560935
RE3D,referenceFronts,5000,8,23,2400,0.8514172597560935
RE3D,referenceFronts,5000,8,24,2500,0.8514172597560935
RE3D,referenceFronts,5000,8,25,2600,0.8514172597560935
RE3D,referenceFronts,5000,8,26,2700,0.8514172597560935
RE3D,referenceFronts,5000,8,27,2800,0.8514172597560935
RE3D,referenceFronts,5000,8,28,2900,0.8514172597560935
RE3D,referenceFronts,5000,8,29,3000,0.8514172597560935
RE3D,referenceFronts,5000,9,0,100,0.850333017401134
RE3D,referenceFronts,5000,9,1,200,0.8507159896526343
RE3D,referenceFronts,5000,9,2,300,0.8511886588929273
RE3D,referenceFronts,5000,9,3,400,0.8512257965144456
RE3D,referenceFronts,5000,9,4,500,0.8512868798847438
RE3D,referenceFronts,5000,9,5,600,0.8513578878335734
RE3D,referenceFronts,5000,9,6,700,0.8513578878335734
RE3D,referenceFronts,5000,9,7,800,0.8513578878335734
RE3D,referenceFronts,5000,9,8,900,0.8514231013381064
RE3D,referenceFronts,5000,9,9,1000,0.8514231013381064
RE3D,referenceFronts,5000,9,10,1100,0.8514291563121412
RE3D,referenceFronts,5000,9,11,1200,0.8514693931045524
RE3D,referenceFronts,5000,9,12,1300,0.851470273983146
RE3D,referenceFronts,5000,9,13,1400,0.851470273983146
RE3D,referenceFronts,5000,9,14,1500,0.8515441909500848
RE3D,referenceFronts,5000,9,15,1600,0.8515441909500848
RE3D,referenceFronts,5000,9,16,1700,0.8515441909500848
RE3D,referenceFronts,5000,9,17,1800,0.8515441909500848
RE3D,referenceFronts,5000,9,18,1900,0.8515441909500848
RE3D,referenceFronts,5000,9,19,2000,0.8515441909500848
RE3D,referenceFronts,5000,9,20,2100,0.8515441909500848
RE3D,referenceFronts,5000,9,21,2200,0.8515441909500848
RE3D,referenceFronts,5000,9,22,2300,0.8515441909500848
RE3D,referenceFronts,5000,9,23,2400,0.8515441909500848
RE3D,referenceFronts,5000,9,24,2500,0.8515441909500848
RE3D,referenceFronts,5000,9,25,2600,0.8515441909500848
RE3D,referenceFronts,5000,9,26,2700,0.8515441909500848
RE3D,referenceFronts,5000,9,27,2800,0.8515441909500848
RE3D,referenceFronts,5000,9,28,2900,0.8515441909500848
RE3D,referenceFronts,5000,9,29,3000,0.8515441909500848
RE3D,referenceFronts,5000,10,0,100,0.8492050521734033
RE3D,referenceFronts,5000,10,1,200,0.8501466030842837
RE3D,referenceFronts,5000,10,2,300,0.8508699009744853
RE3D,referenceFronts,5000,10,3,400,0.8510174695954629
RE3D,referenceFronts,5000,10,4,500,0.8512005812816905
RE3D,referenceFronts,5000,10,5,600,0.8514706598510358
RE3D,referenceFronts,5000,10,6,700,0.8514706598510358
RE3D,referenceFronts,5000,10,7,800,0.8514706598510358
RE3D,referenceFronts,5000,10,8,900,0.8515144098796336
RE3D,referenceFronts,5000,10,9,1000,0.8515144098796336
RE3D,referenceFronts,5000,10,10,1100,0.85153635764941
RE3D,referenceFronts,5000,10,11,1200,0.85153635764941
RE3D,referenceFronts,5000,10,12,1300,0.85153635764941
RE3D,referenceFronts,5000,10,13,1400,0.85153635764941
RE3D,referenceFronts,5000,10,14,1500,0.85153635764941
RE3D,referenceFronts,5000,10,15,1600,0.85153635764941
RE3D,referenceFronts,5000,10,16,1700,0.85153635764941
RE3D,referenceFronts,5000,10,17,1800,0.85153635764941
RE3D,referenceFronts,5000,10,18,1900,0.85153635764941
RE3D,referenceFronts,5000,10,19,2000,0.85153635764941
RE3D,referenceFronts,5000,10,20,2100,0.85153635764941
RE3D,referenceFronts,5000,10,21,2200,0.85153826668152
RE3D,referenceFronts,5000,10,22,2300,0.85153826668152
RE3D,referenceFronts,5000,10,23,2400,0.85153826668152
RE3D,referenceFronts,5000,10,24,2500,0.85153826668152
RE3D,referenceFronts,5000,10,25,2600,0.85153826668152
RE3D,referenceFronts,5000,10,26,2700,0.85153826668152
RE3D,referenceFronts,5000,10,27,2800,0.8515385709934771
RE3D,referenceFronts,5000,10,28,2900,0.8515385709934771
RE3D,referenceFronts,5000,10,29,3000,0.8515385709934771
RE3D,referenceFronts,5000,11,0,100,0.8500547826805606
RE3D,referenceFronts,5000,11,1,200,0.8500547826805606
RE3D,referenceFronts,5000,11,2,300,0.8507740485405229
RE3D,referenceFronts,5000,11,3,400,0.8509551988890097
RE3D,referenceFronts,5000,11,4,500,0.8509668797654962
RE3D,referenceFronts,5000,11,5,600,0.8511812034396543
RE3D,referenceFronts,5000,11,6,700,0.8512233125843011
RE3D,referenceFronts,5000,11,7,800,0.8512233125843011
RE3D,referenceFronts,5000,11,8,900,0.8512233125843011
RE3D,referenceFronts,5000,11,9,1000,0.8512233125843011
RE3D,referenceFronts,5000,11,10,1100,0.8512415705595474
RE3D,referenceFronts,5000,11,11,1200,0.8512415705595474
RE3D,referenceFronts,5000,11,12,1300,0.851292070496289
RE3D,referenceFronts,5000,11,13,1400,0.851292070496289
RE3D,referenceFronts,5000,11,14,1500,0.8512991210097934
RE3D,referenceFronts,5000,11,15,1600,0.8512991210097934
RE3D,referenceFronts,5000,11,16,1700,0.8513664194395558
RE3D,referenceFronts,5000,11,17,1800,0.8513664194395558
RE3D,referenceFronts,5000,11,18,1900,0.8513664194395558
RE3D,referenceFronts,5000,11,19,2000,0.8513664194395558
RE3D,referenceFronts,5000,11,20,2100,0.8513664194395558
RE3D,referenceFronts,5000,11,21,2200,0.8513664194395558
RE3D,referenceFronts,5000,11,22,2300,0.8513664194395558
RE3D,referenceFronts,5000,11,23,2400,0.8513664194395558
RE3D,referenceFronts,5000,11,24,2500,0.8513882229148978
RE3D,referenceFronts,5000,11,25,2600,0.8513882229148978
RE3D,referenceFronts,5000,11,26,2700,0.8513882229148978
RE3D,referenceFronts,5000,11,27,2800,0.8513882229148978
RE3D,referenceFronts,5000,11,28,2900,0.8513882229148978
RE3D,referenceFronts,5000,11,29,3000,0.8513941541329942
RE3D,referenceFronts,5000,12,0,100,0.8509922961840493
RE3D,referenceFronts,5000,12,1,200,0.8510776302507005
RE3D,referenceFronts,5000,12,2,300,0.8510948344757471
RE3D,referenceFronts,5000,12,3,400,0.8511413993920672
RE3D,referenceFronts,5000,12,4,500,0.8512661905351493
RE3D,referenceFronts,5000,12,5,600,0.851384351174432
RE3D,referenceFronts,5000,12,6,700,0.851384351174432
RE3D,referenceFronts,5000,12,7,800,0.851384351174432
RE3D,referenceFronts,5000,12,8,900,0.851384351174432
RE3D,referenceFronts,5000,12,9,1000,0.851384351174432
RE3D,referenceFronts,5000,12,10,1100,0.8514603102837942
RE3D,referenceFronts,5000,12,11,1200,0.8514603102837942
RE3D,referenceFronts,5000,12,12,1300,0.8514603102837942
RE3D,referenceFronts,5000,12,13,1400,0.8514603102837942
RE3D,referenceFronts,5000,12,14,1500,0.8514603102837942
RE3D,referenceFronts,5000,12,15,1600,0.8514603102837942
RE3D,referenceFronts,5000,12,16,1700,0.8514603102837942
RE3D,referenceFronts,5000,12,17,1800,0.8514603102837942
RE3D,referenceFronts,5000,12,18,1900,0.8514883697295664
RE3D,referenceFronts,5000,12,19,2000,0.8514883697295664
RE3D,referenceFronts,5000,12,20,2100,0.8514883697295664
RE3D,referenceFronts,5000,12,21,2200,0.8514883697295664
RE3D,referenceFronts,5000,12,22,2300,0.8514883697295664
RE3D,referenceFronts,5000,12,23,2400,0.8514883697295664
RE3D,referenceFronts,5000,12,24,2500,0.8514883697295664
RE3D,referenceFronts,5000,12,25,2600,0.8514883697295664
RE3D,referenceFronts,5000,12,26,2700,0.8514883697295664
RE3D,referenceFronts,5000,12,27,2800,0.8514883697295664
RE3D,referenceFronts,5000,12,28,2900,0.8514955786638503
RE3D,referenceFronts,5000,12,29,3000,0.8514955786638503
RE3D,referenceFronts,5000,13,0,100,0.8500981216610591
RE3D,referenceFronts,5000,13,1,200,0.8504253681935702
RE3D,referenceFronts,5000,13,2,300,0.8508122419342311
RE3D,referenceFronts,5000,13,3,400,0.8510823563055129
RE3D,referenceFronts,5000,13,4,500,0.8510823563055129
RE3D,referenceFronts,5000,13,5,600,0.8511890454026674
RE3D,referenceFronts,5000,13,6,700,0.8512847877846008
RE3D,referenceFronts,5000,13,7,800,0.8512847877846008
RE3D,referenceFronts,5000,13,8,900,0.8514498577648825
RE3D,referenceFronts,5000,13,9,1000,0.8514498577648825
RE3D,referenceFronts,5000,13,10,1100,0.8514498577648825
RE3D,referenceFronts,5000,13,11,1200,0.8514498577648825
RE3D,referenceFronts,5000,13,12,1300,0.8514498577648825
RE3D,referenceFronts,5000,13,13,1400,0.8514664299363776
RE3D,referenceFronts,5000,13,14,1500,0.8514664299363776
RE3D,referenceFronts,5000,13,15,1600,0.8515199300647229
RE3D,referenceFronts,5000,13,16,1700,0.8515199300647229
RE3D,referenceFronts,5000,13,17,1800,0.8515199300647229
RE3D,referenceFronts,5000,13,18,1900,0.8515199300647229
RE3D,referenceFronts,5000,13,19,2000,0.8515381663640252
RE3D,referenceFronts,5000,13,20,2100,0.8515381663640252
RE3D,referenceFronts,5000,13,21,2200,0.8515381663640252
RE3D,referenceFronts,5000,13,22,2300,0.8515381663640252
RE3D,referenceFronts,5000,13,23,2400,0.8515381663640252
RE3D,referenceFronts,5000,13,24,2500,0.8515381663640252
RE3D,referenceFronts,5000,13,25,2600,0.8515381663640252
RE3D,referenceFronts,5000,13,26,2700,0.8515381663640252
RE3D,referenceFronts,5000,13,27,2800,0.8515381663640252
RE3D,referenceFronts,5000,13,28,2900,0.8515381663640252
RE3D,referenceFronts,5000,13,29,3000,0.8515381663640252
RE3D,referenceFronts,5000,14,0,100,0.8499488475791067
RE3D,referenceFronts,5000,14,1,200,0.8507337422594367
RE3D,referenceFronts,5000,14,2,300,0.8507337422594367
RE3D,referenceFronts,5000,14,3,400,0.8507337422594367
RE3D,referenceFronts,5000,14,4,500,0.8509237185125121
RE3D,referenceFronts,5000,14,5,600,0.8509411803792739
RE3D,referenceFronts,5000,14,6,700,0.8513452157600249
RE3D,referenceFronts,5000,14,7,800,0.8514048390500836
RE3D,referenceFronts,5000,14,8,900,0.8514577047811923
RE3D,referenceFronts,5000,14,9,1000,0.8514577047811923
RE3D,referenceFronts,5000,14,10,1100,0.8514577047811923
RE3D,referenceFronts,5000,14,11,1200,0.8514577047811923
RE3D,referenceFronts,5000,14,12,1300,0.8514577047811923
RE3D,referenceFronts,5000,14,13,1400,0.8514577047811923
RE3D,referenceFronts,5000,14,14,1500,0.8514817444676461
RE3D,referenceFronts,5000,14,15,1600,0.8514817444676461
RE3D,referenceFronts,5000,14,16,1700,0.8514817444676461
RE3D,referenceFronts,5000,14,17,1800,0.8514817444676461
RE3D,referenceFronts,5000,14,18,1900,0.8514912302496939
RE3D,referenceFronts,5000,14,19,2000,0.8514912302496939
RE3D,referenceFronts,5000,14,20,2100,0.8514912302496939
RE3D,referenceFronts,5000,14,21,2200,0.8514912302496939
RE3D,referenceFronts,5000,14,22,2300,0.8514912302496939
RE3D,referenceFronts,5000,14,23,2400,0.8514912302496939
RE3D,referenceFronts,5000,14,24,2500,0.8514912302496939
RE3D,referenceFronts,5000,14,25,2600,0.8514912302496939
RE3D,referenceFronts,5000,14,26,2700,0.8514912302496939
RE3D,referenceFronts,5000,14,27,2800,0.8514912302496939
RE3D,referenceFronts,5000,14,28,2900,0.8514912302496939
RE3D,referenceFronts,5000,14,29,3000,0.8514912302496939
RE3D,referenceFronts,5000,15,0,100,0.849812691321229
RE3D,referenceFronts,5000,15,1,200,0.8508293973440644
RE3D,referenceFronts,5000,15,2,300,0.8510305198405234
RE3D,referenceFronts,5000,15,3,400,0.851168747562299
RE3D,referenceFronts,5000,15,4,500,0.8512331421241225
RE3D,referenceFronts,5000,15,5,600,0.8513154137867026
RE3D,referenceFronts,5000,15,6,700,0.8513204151886632
RE3D,referenceFronts,5000,15,7,800,0.8514513943995318
RE3D,referenceFronts,5000,15,8,900,0.8514757890335882
RE3D,referenceFronts,5000,15,9,1000,0.8514757890335882
RE3D,referenceFronts,5000,15,10,1100,0.8514757890335882
RE3D,referenceFronts,5000,15,11,1200,0.8514757890335882
RE3D,referenceFronts,5000,15,12,1300,0.8514929388410345
RE3D,referenceFronts,5000,15,13,1400,0.8515509167073876
RE3D,referenceFronts,5000,15,14,1500,0.8515509167073876
RE3D,referenceFronts,5000,15,15,1600,0.8515509167073876
RE3D,referenceFronts,5000,15,16,1700,0.8515509167073876
RE3D,referenceFronts,5000,15,17,1800,0.8515509167073876
RE3D,referenceFronts,5000,15,18,1900,0.8515509167073876
RE3D,referenceFronts,5000,15,19,2000,0.8515509167073876
RE3D,referenceFronts,5000,15,20,2100,0.8515509167073876
RE3D,referenceFronts,5000,15,21,2200,0.8515667869548579
RE3D,referenceFronts,5000,15,22,2300,0.8515667869548579
RE3D,referenceFronts,5000,15,23,2400,0.8515667869548579
RE3D,referenceFronts,5000,15,24,2500,0.8515667869548579
RE3D,referenceFronts,5000,15,25,2600,0.8515667869548579
RE3D,referenceFronts,5000,15,26,2700,0.8515667869548579
RE3D,referenceFronts,5000,15,27,2800,0.8515667869548579
RE3D,referenceFronts,5000,15,28,2900,0.8515667869548579
RE3D,referenceFronts,5000,15,29,3000,0.8515667869548579
RE3D,referenceFronts,5000,16,0,100,0.8491541757149706
RE3D,referenceFronts,5000,16,1,200,0.8507041048074505
RE3D,referenceFronts,5000,16,2,300,0.8511090372971684
RE3D,referenceFronts,5000,16,3,400,0.8511090372971684
RE3D,referenceFronts,5000,16,4,500,0.8512004631353192
RE3D,referenceFronts,5000,16,5,600,0.8512080460823473
RE3D,referenceFronts,5000,16,6,700,0.8512122199355644
RE3D,referenceFronts,5000,16,7,800,0.8513159136021102
RE3D,referenceFronts,5000,16,8,900,0.8513425226026967
RE3D,referenceFronts,5000,16,9,1000,0.851432859421193
RE3D,referenceFronts,5000,16,10,1100,0.851432859421193
RE3D,referenceFronts,5000,16,11,1200,0.851432859421193
RE3D,referenceFronts,5000,16,12,1300,0.8514414230602367
RE3D,referenceFronts,5000,16,13,1400,0.8514619653812824
RE3D,referenceFronts,5000,16,14,1500,0.8514712673370354
RE3D,referenceFronts,5000,16,15,1600,0.8514890023820004
RE3D,referenceFronts,5000,16,16,1700,0.8515433522706661
RE3D,referenceFronts,5000,16,17,1800,0.8515433522706661
RE3D,referenceFronts,5000,16,18,1900,0.8515433522706661
RE3D,referenceFronts,5000,16,19,2000,0.8515433522706661
RE3D,referenceFronts,5000,16,20,2100,0.8515440767961788
RE3D,referenceFronts,5000,16,21,2200,0.8515440767961788
RE3D,referenceFronts,5000,16,22,2300,0.8515440767961788
RE3D,referenceFronts,5000,16,23,2400,0.8515440767961788
RE3D,referenceFronts,5000,16,24,2500,0.8515660143826204
RE3D,referenceFronts,5000,16,25,2600,0.8515660143826204
RE3D,referenceFronts,5000,16,26,2700,0.8515660143826204
RE3D,referenceFronts,5000,16,27,2800,0.8515660143826204
RE3D,referenceFronts,5000,16,28,2900,0.8515749899394863
