family,front_type,budget,run,entry_eval,entry_pct_meta_budget,elite_radius,final_distance_to_medoid
RE3D,referenceFronts,5000,26,2300,76.7,0.1746716575248249,0.15724126887134177
RE3D,referenceFronts,5000,27,3000,100.0,0.1746716575248249,0.3696573611128057
RE3D,referenceFronts,5000,28,3000,100.0,0.1746716575248249,0.2873376674866812
RE3D,referenceFronts,5000,29,3000,100.0,0.1746716575248249,0.3752905981546113
RE3D,referenceFronts,5000,30,3000,100.0,0.1746716575248249,0.35006565850378274
RWA3D,referenceFronts,5000,1,800,26.7,0.2451967079436517,0.23328049407418602
RWA3D,referenceFronts,5000,2,1500,50.0,0.2451967079436517,0.09816684567486207
RWA3D,referenceFronts,5000,3,800,26.7,0.2451967079436517,0.13790274093226457
RWA3D,referenceFronts,5000,4,300,10.0,0.2451967079436517,0.2151652036579307
RWA3D,referenceFronts,5000,5,800,26.7,0.2451967079436517,0.11485109855174282
RWA3D,referenceFronts,5000,6,800,26.7,0.2451967079436517,0.22593433279537706
RWA3D,referenceFronts,5000,7,3000,100.0,0.2451967079436517,0.14945987034123417
RWA3D,referenceFronts,5000,8,1500,50.0,0.2451967079436517,0.1935289198694354
RWA3D,referenceFronts,5000,9,1500,50.0,0.2451967079436517,0.09720199551798499
RWA3D,referenceFronts,5000,10,300,10.0,0.2451967079436517,0.15052955047790822
RWA3D,referenceFronts,5000,11,800,26.7,0.2451967079436517,0.08409981435501834
RWA3D,referenceFronts,5000,12,800,26.7,0.2451967079436517,0.11758098586751502
RWA3D,referenceFronts,5000,13,3000,100.0,0.2451967079436517,0.2739213131111349
RWA3D,referenceFronts,5000,14,800,26.7,0.2451967079436517,0.3096746820876985
RWA3D,referenceFronts,5000,15,800,26.7,0.2451967079436517,0.1068225651881375
RWA3D,referenceFronts,5000,16,300,10.0,0.2451967079436517,0.2625558697468387
RWA3D,referenceFronts,5000,17,300,10.0,0.2451967079436517,0.2833169326379012
RWA3D,referenceFronts,5000,18,300,10.0,0.2451967079436517,0.11914464585251995
RWA3D,referenceFronts,5000,19,2300,76.7,0.2451967079436517,0.23017089930222373
RWA3D,referenceFronts,5000,20,800,26.7,0.2451967079436517,0.04728382125968207
RWA3D,referenceFronts,5000,21,800,26.7,0.2451967079436517,0.09905067617388302
RWA3D,referenceFronts,5000,22,1500,50.0,0.2451967079436517,0.11528289214180666
RWA3D,referenceFronts,5000,23,800,26.7,0.2451967079436517,0.173016967445162
RWA3D,referenceFronts,5000,24,800,26.7,0.2451967079436517,0.09170944466733721
RWA3D,referenceFronts,5000,25,3000,100.0,0.2451967079436517,0.26521905465364587
RWA3D,referenceFronts,5000,26,3000,100.0,0.2451967079436517,0.27888053437633936
RWA3D,referenceFronts,5000,27,1500,50.0,0.2451967079436517,0.16439955287444732
RWA3D,referenceFronts,5000,28,1500,50.0,0.2451967079436517,0.10269680512795597
RWA3D,referenceFronts,5000,29,300,10.0,0.2451967079436517,0.0867089406066749
RWA3D,referenceFronts,5000,30,1500,50.0,0.2451967079436517,0.19907913545573258
RE3D,extremePointsFronts,7000,1,800,26.7,0.21481400209424667,0.12816822326029248
RE3D,extremePointsFronts,7000,2,1500,50.0,0.21481400209424667,0.20570089781593107
RE3D,extremePointsFronts,7000,3,800,26.7,0.21481400209424667,0.1306832120488935
RE3D,extremePointsFronts,7000,4,300,10.0,0.21481400209424667,0.11832130930552275
RE3D,extremePointsFronts,7000,5,3000,100.0,0.21481400209424667,0.27081102108633515
RE3D,extremePointsFronts,7000,6,800,26.7,0.21481400209424667,0.12649196332659093
RE3D,extremePointsFronts,7000,7,300,10.0,0.21481400209424667,0.0
RE3D,extremePointsFronts,7000,8,300,10.0,0.21481400209424667,0.23341875989916533
RE3D,extremePointsFronts,7000,9,300,10.0,0.21481400209424667,0.048954989155646694
RE3D,extremePointsFronts,7000,10,1500,50.0,0.21481400209424667,0.16417490930381115
RE3D,extremePointsFronts,7000,11,1500,50.0,0.21481400209424667,0.11445133795684358
RE3D,extremePointsFronts,7000,12,2300,76.7,0.21481400209424667,0.15964632042913718
RE3D,extremePointsFronts,7000,13,3000,100.0,0.21481400209424667,0.2750105803506788
RE3D,extremePointsFronts,7000,14,800,26.7,0.21481400209424667,0.08223069021745737
RE3D,extremePointsFronts,7000,15,1500,50.0,0.21481400209424667,0.09094030989576798
RE3D,extremePointsFronts,7000,16,1500,50.0,0.21481400209424667,0.19948699374827739
RE3D,extremePointsFronts,7000,17,800,26.7,0.21481400209424667,0.11740709786122737
RE3D,extremePointsFronts,7000,18,1500,50.0,0.21481400209424667,0.1476375384315282
RE3D,extremePointsFronts,7000,19,800,26.7,0.21481400209424667,0.12338951807062214
RE3D,extremePointsFronts,7000,20,1500,50.0,0.21481400209424667,0.20159922281767584
RE3D,extremePointsFronts,7000,21,3000,100.0,0.21481400209424667,0.26401556909328106
RE3D,extremePointsFronts,7000,22,1500,50.0,0.21481400209424667,0.20209898794131204
RE3D,extremePointsFronts,7000,23,1500,50.0,0.21481400209424667,0.1653567717840676
RE3D,extremePointsFronts,7000,24,300,10.0,0.21481400209424667,0.19874243311476888
RE3D,extremePointsFronts,7000,25,300,10.0,0.21481400209424667,0.20090709820689767
RE3D,extremePointsFronts,7000,26,300,10.0,0.21481400209424667,0.13709266804021703
RE3D,extremePointsFronts,7000,27,3000,100.0,0.21481400209424667,0.2184301100457934
RE3D,extremePointsFronts,7000,28,800,26.7,0.21481400209424667,0.13381371094816044
RE3D,extremePointsFronts,7000,29,1500,50.0,0.21481400209424667,0.1561516893932847
RE3D,extremePointsFronts,7000,30,300,10.0,0.21481400209424667,0.13038321604279507
RWA3D,extremePointsFronts,7000,1,300,10.0,0.27096742331834034,0.13399095654729368
RWA3D,extremePointsFronts,7000,2,1500,50.0,0.27096742331834034,0.2556241335480689
RWA3D,extremePointsFronts,7000,3,800,26.7,0.27096742331834034,0.2477525212460534
RWA3D,extremePointsFronts,7000,4,800,26.7,0.27096742331834034,0.17712966724675946
RWA3D,extremePointsFronts,7000,5,800,26.7,0.27096742331834034,0.26661415233693075
RWA3D,extremePointsFronts,7000,6,800,26.7,0.27096742331834034,0.11057237124557051
RWA3D,extremePointsFronts,7000,7,3000,100.0,0.27096742331834034,0.30626049781825804
RWA3D,extremePointsFronts,7000,8,1500,50.0,0.27096742331834034,0.23273174435400548
RWA3D,extremePointsFronts,7000,9,3000,100.0,0.27096742331834034,0.23154309051309108
RWA3D,extremePointsFronts,7000,10,300,10.0,0.27096742331834034,0.14421060299368144
RWA3D,extremePointsFronts,7000,11,800,26.7,0.27096742331834034,0.2406126144800762
RWA3D,extremePointsFronts,7000,12,800,26.7,0.27096742331834034,0.1480375257220724
RWA3D,extremePointsFronts,7000,13,800,26.7,0.27096742331834034,0.14876093541430221
RWA3D,extremePointsFronts,7000,14,800,26.7,0.27096742331834034,0.12858317596553553
RWA3D,extremePointsFronts,7000,15,300,10.0,0.27096742331834034,0.14619919597140818
RWA3D,extremePointsFronts,7000,16,300,10.0,0.27096742331834034,0.20427326240289354
RWA3D,extremePointsFronts,7000,17,800,26.7,0.27096742331834034,0.2706594073842368
RWA3D,extremePointsFronts,7000,18,300,10.0,0.27096742331834034,0.2679273010331913
RWA3D,extremePointsFronts,7000,19,300,10.0,0.27096742331834034,0.23586152365552843
RWA3D,extremePointsFronts,7000,20,300,10.0,0.27096742331834034,0.24636649779581538
RWA3D,extremePointsFronts,7000,21,800,26.7,0.27096742331834034,0.23155935290523633
RWA3D,extremePointsFronts,7000,22,800,26.7,0.27096742331834034,0.1153285414492058
RWA3D,extremePointsFronts,7000,23,800,26.7,0.27096742331834034,0.20681650973440757
RWA3D,extremePointsFronts,7000,24,1500,50.0,0.27096742331834034,0.3546086108018923
RWA3D,extremePointsFronts,7000,25,300,10.0,0.27096742331834034,0.24747271262266876
RWA3D,extremePointsFronts,7000,26,800,26.7,0.27096742331834034,0.1885674957535205
RWA3D,extremePointsFronts,7000,27,1500,50.0,0.27096742331834034,0.280591056870289
RWA3D,extremePointsFronts,7000,28,2300,76.7,0.27096742331834034,0.22619411994669672
RWA3D,extremePointsFronts,7000,29,800,26.7,0.27096742331834034,0.0
RWA3D,extremePointsFronts,7000,30,3000,100.0,0.27096742331834034,0.30466854186316217
RE3D,referenceFronts,7000,1,3000,100.0,0.23320579694773597,0.36185267905806145
RE3D,referenceFronts,7000,2,3000,100.0,0.23320579694773597,0.3390424055717386
RE3D,referenceFronts,7000,3,800,26.7,0.23320579694773597,0.02262846281365794
RE3D,referenceFronts,7000,4,3000,100.0,0.23320579694773597,0.37505332158769883
RE3D,referenceFronts,7000,5,3000,100.0,0.23320579694773597,0.4293371384498816
RE3D,referenceFronts,7000,6,300,10.0,0.23320579694773597,0.06959824486944981
RE3D,referenceFronts,7000,7,300,10.0,0.23320579694773597,0.23400842300737923
RE3D,referenceFronts,7000,8,300,10.0,0.23320579694773597,0.09553851434218433
RE3D,referenceFronts,7000,9,800,26.7,0.23320579694773597,0.11369973073299482
RE3D,referenceFronts,7000,10,300,10.0,0.23320579694773597,0.09309512850339932
RE3D,referenceFronts,7000,11,800,26.7,0.23320579694773597,0.093354822679282
RE3D,referenceFronts,7000,12,800,26.7,0.23320579694773597,0.11038783811275954
RE3D,referenceFronts,7000,13,3000,100.0,0.23320579694773597,0.3236134597241174
RE3D,referenceFronts,7000,14,1500,50.0,0.23320579694773597,0.13894912925530417
RE3D,referenceFronts,7000,15,300,10.0,0.23320579694773597,0.131757238793162
RE3D,referenceFronts,7000,16,800,26.7,0.23320579694773597,0.1313779441464084
RE3D,referenceFronts,7000,17,800,26.7,0.23320579694773597,0.202014605135652
RE3D,referenceFronts,7000,18,3000,100.0,0.23320579694773597,0.4167566335802412
RE3D,referenceFronts,7000,19,800,26.7,0.23320579694773597,0.2449426606121417
RE3D,referenceFronts,7000,20,800,26.7,0.23320579694773597,0.22733185537942857
RE3D,referenceFronts,7000,21,1500,50.0,0.23320579694773597,0.23784943244028112
RE3D,referenceFronts,7000,22,800,26.7,0.23320579694773597,0.19910918685874957
RE3D,referenceFronts,7000,23,2300,76.7,0.23320579694773597,0.22112439430507075
RE3D,referenceFronts,7000,24,800,26.7,0.23320579694773597,0.15483387450065017
RE3D,referenceFronts,7000,25,800,26.7,0.23320579694773597,0.17704913775447823
RE3D,referenceFronts,7000,26,2300,76.7,0.23320579694773597,0.2253812211714654
RE3D,referenceFronts,7000,27,3000,100.0,0.23320579694773597,0.3164380799124417
RE3D,referenceFronts,7000,28,3000,100.0,0.23320579694773597,0.2793395954751784
RE3D,referenceFronts,7000,29,800,26.7,0.23320579694773597,0.10375569838252686
RE3D,referenceFronts,7000,30,3000,100.0,0.23320579694773597,0.32089294758467674
RWA3D,referenceFronts,7000,1,3000,100.0,0.21686319558713849,0.19637700061797284
RWA3D,referenceFronts,7000,2,300,10.0,0.21686319558713849,0.05206516214640432
RWA3D,referenceFronts,7000,3,300,10.0,0.21686319558713849,0.04665297300163006
RWA3D,referenceFronts,7000,4,3000,100.0,0.21686319558713849,0.3371889300058804
RWA3D,referenceFronts,7000,5,1500,50.0,0.21686319558713849,0.0737577586828044
RWA3D,referenceFronts,7000,6,800,26.7,0.21686319558713849,0.14164324657862468
RWA3D,referenceFronts,7000,7,3000,100.0,0.21686319558713849,0.3028674288274865
RWA3D,referenceFronts,7000,8,300,10.0,0.21686319558713849,0.04809119184711237
RWA3D,referenceFronts,7000,9,2300,76.7,0.21686319558713849,0.08063052195344053
RWA3D,referenceFronts,7000,10,3000,100.0,0.21686319558713849,0.3535411379969008
RWA3D,referenceFronts,7000,11,2300,76.7,0.21686319558713849,0.23279640267615698
RWA3D,referenceFronts,7000,12,800,26.7,0.21686319558713849,0.13930001011014553
RWA3D,referenceFronts,7000,13,2300,76.7,0.21686319558713849,0.17523028869536633
RWA3D,referenceFronts,7000,14,1500,50.0,0.21686319558713849,0.17470850111022038
RWA3D,referenceFronts,7000,15,2300,76.7,0.21686319558713849,0.20783562890188578
RWA3D,referenceFronts,7000,16,1500,50.0,0.21686319558713849,0.21388235553796167
RWA3D,referenceFronts,7000,17,800,26.7,0.21686319558713849,0.17183089150530792
RWA3D,referenceFronts,7000,18,3000,100.0,0.21686319558713849,0.3323299376422084
RWA3D,referenceFronts,7000,19,800,26.7,0.21686319558713849,0.08078433743391936
RWA3D,referenceFronts,7000,20,1500,50.0,0.21686319558713849,0.20952835932815067
RWA3D,referenceFronts,7000,21,300,10.0,0.21686319558713849,0.14651250211408537
RWA3D,referenceFronts,7000,22,800,26.7,0.21686319558713849,0.27633217283771816
RWA3D,referenceFronts,7000,23,2300,76.7,0.21686319558713849,0.2166989326315123
RWA3D,referenceFronts,7000,24,800,26.7,0.21686319558713849,0.10424353821438828
RWA3D,referenceFronts,7000,25,800,26.7,0.21686319558713849,0.17818323861941798
RWA3D,referenceFronts,7000,26,800,26.7,0.21686319558713849,0.07196088608827768
RWA3D,referenceFronts,7000,27,3000,100.0,0.21686319558713849,0.29096711427042515
RWA3D,referenceFronts,7000,28,1500,50.0,0.21686319558713849,0.1993371714884444
RWA3D,referenceFronts,7000,29,800,26.7,0.21686319558713849,0.10310740547737862
RWA3D,referenceFronts,7000,30,300,10.0,0.21686319558713849,0.02182549695403195
