family,front_type,budget,view,quantile,parameter,category,observed_share,elite_share,elite_over_representation
RE3D,extremePointsFronts,1000,joint,0.05,offspringPopulationSize,20,0.05673758865248227,0.0,-0.05673758865248227
RE3D,extremePointsFronts,1000,joint,0.05,offspringPopulationSize,5,0.4716312056737589,0.4,-0.07163120567375886
RE3D,extremePointsFronts,1000,joint,0.1,offspringPopulationSize,1,0.1702127659574468,0.3103448275862069,0.1401320616287601
RE3D,extremePointsFronts,1000,joint,0.1,offspringPopulationSize,10,0.30141843971631205,0.27586206896551724,-0.02555637075079481
RE3D,extremePointsFronts,1000,joint,0.1,offspringPopulationSize,20,0.05673758865248227,0.0,-0.05673758865248227
RE3D,extremePointsFronts,1000,joint,0.1,offspringPopulationSize,5,0.4716312056737589,0.41379310344827586,-0.057838102225483023
RE3D,extremePointsFronts,1000,joint,0.2,offspringPopulationSize,1,0.1702127659574468,0.21052631578947367,0.04031354983202687
RE3D,extremePointsFronts,1000,joint,0.2,offspringPopulationSize,10,0.30141843971631205,0.2631578947368421,-0.03826054497946996
RE3D,extremePointsFronts,1000,joint,0.2,offspringPopulationSize,20,0.05673758865248227,0.0,-0.05673758865248227
RE3D,extremePointsFronts,1000,joint,0.2,offspringPopulationSize,5,0.4716312056737589,0.5263157894736842,0.0546845837999253
RE3D,extremePointsFronts,1000,EP,0.05,selection,boltzmann,0.3723404255319149,0.4666666666666667,0.0943262411347518
RE3D,extremePointsFronts,1000,EP,0.05,selection,random,0.1702127659574468,0.26666666666666666,0.09645390070921986
RE3D,extremePointsFronts,1000,EP,0.05,selection,ranking,0.1702127659574468,0.2,0.029787234042553207
RE3D,extremePointsFronts,1000,EP,0.05,selection,stochasticUniversalSampling,0.18085106382978725,0.06666666666666667,-0.11418439716312058
RE3D,extremePointsFronts,1000,EP,0.05,selection,tournament,0.10638297872340426,0.0,-0.10638297872340426
RE3D,extremePointsFronts,1000,EP,0.1,selection,boltzmann,0.3723404255319149,0.41379310344827586,0.04145267791636098
RE3D,extremePointsFronts,1000,EP,0.1,selection,random,0.1702127659574468,0.3103448275862069,0.1401320616287601
RE3D,extremePointsFronts,1000,EP,0.1,selection,ranking,0.1702127659574468,0.20689655172413793,0.036683785766691124
RE3D,extremePointsFronts,1000,EP,0.1,selection,stochasticUniversalSampling,0.18085106382978725,0.06896551724137931,-0.11188554658840794
RE3D,extremePointsFronts,1000,EP,0.1,selection,tournament,0.10638297872340426,0.0,-0.10638297872340426
RE3D,extremePointsFronts,1000,EP,0.2,selection,boltzmann,0.3723404255319149,0.40350877192982454,0.031168346397909663
RE3D,extremePointsFronts,1000,EP,0.2,selection,random,0.1702127659574468,0.2631578947368421,0.09294512877939529
RE3D,extremePointsFronts,1000,EP,0.2,selection,ranking,0.1702127659574468,0.19298245614035087,0.022769690182904062
RE3D,extremePointsFronts,1000,EP,0.2,selection,stochasticUniversalSampling,0.18085106382978725,0.12280701754385964,-0.0580440462859276
RE3D,extremePointsFronts,1000,EP,0.2,selection,tournament,0.10638297872340426,0.017543859649122806,-0.08883911907428145
RE3D,extremePointsFronts,1000,HV,0.05,selection,boltzmann,0.3723404255319149,0.8,0.42765957446808517
RE3D,extremePointsFronts,1000,HV,0.05,selection,random,0.1702127659574468,0.06666666666666667,-0.10354609929078014
RE3D,extremePointsFronts,1000,HV,0.05,selection,ranking,0.1702127659574468,0.13333333333333333,-0.03687943262411347
RE3D,extremePointsFronts,1000,HV,0.05,selection,stochasticUniversalSampling,0.18085106382978725,0.0,-0.18085106382978725
RE3D,extremePointsFronts,1000,HV,0.05,selection,tournament,0.10638297872340426,0.0,-0.10638297872340426
RE3D,extremePointsFronts,1000,HV,0.1,selection,boltzmann,0.3723404255319149,0.6551724137931034,0.28283198826118855
RE3D,extremePointsFronts,1000,HV,0.1,selection,random,0.1702127659574468,0.06896551724137931,-0.1012472487160675
RE3D,extremePointsFronts,1000,HV,0.1,selection,ranking,0.1702127659574468,0.13793103448275862,-0.032281731474688186
RE3D,extremePointsFronts,1000,HV,0.1,selection,stochasticUniversalSampling,0.18085106382978725,0.13793103448275862,-0.042920029347028626
RE3D,extremePointsFronts,1000,HV,0.1,selection,tournament,0.10638297872340426,0.0,-0.10638297872340426
RE3D,extremePointsFronts,1000,HV,0.2,selection,boltzmann,0.3723404255319149,0.5964912280701754,0.22415080253826053
RE3D,extremePointsFronts,1000,HV,0.2,selection,random,0.1702127659574468,0.08771929824561403,-0.08249346771183277
RE3D,extremePointsFronts,1000,HV,0.2,selection,ranking,0.1702127659574468,0.19298245614035087,0.022769690182904062
RE3D,extremePointsFronts,1000,HV,0.2,selection,stochasticUniversalSampling,0.18085106382978725,0.12280701754385964,-0.0580440462859276
RE3D,extremePointsFronts,1000,HV,0.2,selection,tournament,0.10638297872340426,0.0,-0.10638297872340426
RE3D,extremePointsFronts,1000,joint,0.05,selection,boltzmann,0.3723404255319149,0.8,0.42765957446808517
RE3D,extremePointsFronts,1000,joint,0.05,selection,random,0.1702127659574468,0.06666666666666667,-0.10354609929078014
RE3D,extremePointsFronts,1000,joint,0.05,selection,ranking,0.1702127659574468,0.13333333333333333,-0.03687943262411347
RE3D,extremePointsFronts,1000,joint,0.05,selection,stochasticUniversalSampling,0.18085106382978725,0.0,-0.18085106382978725
RE3D,extremePointsFronts,1000,joint,0.05,selection,tournament,0.10638297872340426,0.0,-0.10638297872340426
RE3D,extremePointsFronts,1000,joint,0.1,selection,boltzmann,0.3723404255319149,0.6896551724137931,0.3173147468818783
RE3D,extremePointsFronts,1000,joint,0.1,selection,random,0.1702127659574468,0.13793103448275862,-0.032281731474688186
RE3D,extremePointsFronts,1000,joint,0.1,selection,ranking,0.1702127659574468,0.1724137931034483,0.002201027146001483
RE3D,extremePointsFronts,1000,joint,0.1,selection,stochasticUniversalSampling,0.18085106382978725,0.0,-0.18085106382978725
RE3D,extremePointsFronts,1000,joint,0.1,selection,tournament,0.10638297872340426,0.0,-0.10638297872340426
RE3D,extremePointsFronts,1000,joint,0.2,selection,boltzmann,0.3723404255319149,0.6140350877192983,0.2416946621873834
RE3D,extremePointsFronts,1000,joint,0.2,selection,random,0.1702127659574468,0.21052631578947367,0.04031354983202687
RE3D,extremePointsFronts,1000,joint,0.2,selection,ranking,0.1702127659574468,0.15789473684210525,-0.01231802911534155
RE3D,extremePointsFronts,1000,joint,0.2,selection,stochasticUniversalSampling,0.18085106382978725,0.017543859649122806,-0.16330720418066444
RE3D,extremePointsFronts,1000,joint,0.2,selection,tournament,0.10638297872340426,0.0,-0.10638297872340426
RE3D,extremePointsFronts,1000,EP,0.05,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,extremePointsFronts,1000,EP,0.1,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,extremePointsFronts,1000,EP,0.2,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,extremePointsFronts,1000,HV,0.05,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,extremePointsFronts,1000,HV,0.1,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,extremePointsFronts,1000,HV,0.2,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,extremePointsFronts,1000,joint,0.05,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,extremePointsFronts,1000,joint,0.1,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RE3D,extremePointsFronts,1000,joint,0.2,variation,crossoverAndMutationVariation,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,EP,0.05,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,EP,0.1,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,EP,0.2,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,HV,0.05,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,HV,0.1,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,HV,0.2,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,joint,0.05,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,joint,0.1,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,joint,0.2,algorithmResult,externalArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,EP,0.05,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,EP,0.1,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,EP,0.2,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,HV,0.05,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,HV,0.1,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,HV,0.2,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,joint,0.05,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,joint,0.1,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,joint,0.2,archiveType,unboundedArchive,1.0,1.0,0.0
RWA3D,extremePointsFronts,1000,EP,0.05,createInitialSolutions,cauchy,0.6813725490196079,0.45454545454545453,-0.22682709447415333
RWA3D,extremePointsFronts,1000,EP,0.05,createInitialSolutions,default,0.12745098039215685,0.2727272727272727,0.14527629233511585
RWA3D,extremePointsFronts,1000,EP,0.05,createInitialSolutions,latinHypercubeSampling,0.10294117647058823,0.0,-0.10294117647058823
RWA3D,extremePointsFronts,1000,EP,0.05,createInitialSolutions,oppositionBased,0.0392156862745098,0.18181818181818182,0.14260249554367202
RWA3D,extremePointsFronts,1000,EP,0.05,createInitialSolutions,scatterSearch,0.014705882352941176,0.0,-0.014705882352941176
RWA3D,extremePointsFronts,1000,EP,0.05,createInitialSolutions,sobol,0.03431372549019608,0.09090909090909091,0.05659536541889483
RWA3D,extremePointsFronts,1000,EP,0.1,createInitialSolutions,cauchy,0.6813725490196079,0.47619047619047616,-0.2051820728291317
RWA3D,extremePointsFronts,1000,EP,0.1,createInitialSolutions,default,0.12745098039215685,0.14285714285714285,0.015406162464985995
RWA3D,extremePointsFronts,1000,EP,0.1,createInitialSolutions,latinHypercubeSampling,0.10294117647058823,0.19047619047619047,0.08753501400560224
RWA3D,extremePointsFronts,1000,EP,0.1,createInitialSolutions,oppositionBased,0.0392156862745098,0.09523809523809523,0.05602240896358543
RWA3D,extremePointsFronts,1000,EP,0.1,createInitialSolutions,scatterSearch,0.014705882352941176,0.047619047619047616,0.03291316526610644
RWA3D,extremePointsFronts,1000,EP,0.1,createInitialSolutions,sobol,0.03431372549019608,0.047619047619047616,0.013305322128851535
RWA3D,extremePointsFronts,1000,EP,0.2,createInitialSolutions,cauchy,0.6813725490196079,0.5365853658536586,-0.1447871831659493
RWA3D,extremePointsFronts,1000,EP,0.2,createInitialSolutions,default,0.12745098039215685,0.12195121951219512,-0.005499760879961735
RWA3D,extremePointsFronts,1000,EP,0.2,createInitialSolutions,latinHypercubeSampling,0.10294117647058823,0.17073170731707318,0.06779053084648495
RWA3D,extremePointsFronts,1000,EP,0.2,createInitialSolutions,oppositionBased,0.0392156862745098,0.0975609756097561,0.0583452893352463
RWA3D,extremePointsFronts,1000,EP,0.2,createInitialSolutions,scatterSearch,0.014705882352941176,0.024390243902439025,0.009684361549497849
RWA3D,extremePointsFronts,1000,EP,0.2,createInitialSolutions,sobol,0.03431372549019608,0.04878048780487805,0.014466762314681969
RWA3D,extremePointsFronts,1000,HV,0.05,createInitialSolutions,cauchy,0.6813725490196079,0.9090909090909091,0.2277183600713012
RWA3D,extremePointsFronts,1000,HV,0.05,createInitialSolutions,default,0.12745098039215685,0.0,-0.12745098039215685
RWA3D,extremePointsFronts,1000,HV,0.05,createInitialSolutions,latinHypercubeSampling,0.10294117647058823,0.09090909090909091,-0.012032085561497319
RWA3D,extremePointsFronts,1000,HV,0.05,createInitialSolutions,oppositionBased,0.0392156862745098,0.0,-0.0392156862745098
RWA3D,extremePointsFronts,1000,HV,0.05,createInitialSolutions,scatterSearch,0.014705882352941176,0.0,-0.014705882352941176
RWA3D,extremePointsFronts,1000,HV,0.05,createInitialSolutions,sobol,0.03431372549019608,0.0,-0.03431372549019608
RWA3D,extremePointsFronts,1000,HV,0.1,createInitialSolutions,cauchy,0.6813725490196079,0.9523809523809523,0.27100840336134446
RWA3D,extremePointsFronts,1000,HV,0.1,createInitialSolutions,default,0.12745098039215685,0.0,-0.12745098039215685
RWA3D,extremePointsFronts,1000,HV,0.1,createInitialSolutions,latinHypercubeSampling,0.10294117647058823,0.047619047619047616,-0.055322128851540614
RWA3D,extremePointsFronts,1000,HV,0.1,createInitialSolutions,oppositionBased,0.0392156862745098,0.0,-0.0392156862745098
RWA3D,extremePointsFronts,1000,HV,0.1,createInitialSolutions,scatterSearch,0.014705882352941176,0.0,-0.014705882352941176
RWA3D,extremePointsFronts,1000,HV,0.1,createInitialSolutions,sobol,0.03431372549019608,0.0,-0.03431372549019608
RWA3D,extremePointsFronts,1000,HV,0.2,createInitialSolutions,cauchy,0.6813725490196079,0.8780487804878049,0.19667623146819702
RWA3D,extremePointsFronts,1000,HV,0.2,createInitialSolutions,default,0.12745098039215685,0.04878048780487805,-0.0786704925872788
RWA3D,extremePointsFronts,1000,HV,0.2,createInitialSolutions,latinHypercubeSampling,0.10294117647058823,0.04878048780487805,-0.05416068866571018
RWA3D,extremePointsFronts,1000,HV,0.2,createInitialSolutions,oppositionBased,0.0392156862745098,0.0,-0.0392156862745098
RWA3D,extremePointsFronts,1000,HV,0.2,createInitialSolutions,scatterSearch,0.014705882352941176,0.0,-0.014705882352941176
RWA3D,extremePointsFronts,1000,HV,0.2,createInitialSolutions,sobol,0.03431372549019608,0.024390243902439025,-0.009923481587757056
RWA3D,extremePointsFronts,1000,joint,0.05,createInitialSolutions,cauchy,0.6813725490196079,0.9090909090909091,0.2277183600713012
RWA3D,extremePointsFronts,1000,joint,0.05,createInitialSolutions,default,0.12745098039215685,0.09090909090909091,-0.03654188948306594
RWA3D,extremePointsFronts,1000,joint,0.05,createInitialSolutions,latinHypercubeSampling,0.10294117647058823,0.0,-0.10294117647058823
RWA3D,extremePointsFronts,1000,joint,0.05,createInitialSolutions,oppositionBased,0.0392156862745098,0.0,-0.0392156862745098
RWA3D,extremePointsFronts,1000,joint,0.05,createInitialSolutions,scatterSearch,0.014705882352941176,0.0,-0.014705882352941176
RWA3D,extremePointsFronts,1000,joint,0.05,createInitialSolutions,sobol,0.03431372549019608,0.0,-0.03431372549019608
RWA3D,extremePointsFronts,1000,joint,0.1,createInitialSolutions,cauchy,0.6813725490196079,0.8571428571428571,0.17577030812324923
RWA3D,extremePointsFronts,1000,joint,0.1,createInitialSolutions,default,0.12745098039215685,0.09523809523809523,-0.03221288515406162
RWA3D,extremePointsFronts,1000,joint,0.1,createInitialSolutions,latinHypercubeSampling,0.10294117647058823,0.0,-0.10294117647058823
RWA3D,extremePointsFronts,1000,joint,0.1,createInitialSolutions,oppositionBased,0.0392156862745098,0.0,-0.0392156862745098
RWA3D,extremePointsFronts,1000,joint,0.1,createInitialSolutions,scatterSearch,0.014705882352941176,0.047619047619047616,0.03291316526610644
RWA3D,extremePointsFronts,1000,joint,0.1,createInitialSolutions,sobol,0.03431372549019608,0.0,-0.03431372549019608
RWA3D,extremePointsFronts,1000,joint,0.2,createInitialSolutions,cauchy,0.6813725490196079,0.8048780487804879,0.12350549976087999
RWA3D,extremePointsFronts,1000,joint,0.2,createInitialSolutions,default,0.12745098039215685,0.0975609756097561,-0.029890004782400753
RWA3D,extremePointsFronts,1000,joint,0.2,createInitialSolutions,latinHypercubeSampling,0.10294117647058823,0.024390243902439025,-0.07855093256814921
RWA3D,extremePointsFronts,1000,joint,0.2,createInitialSolutions,oppositionBased,0.0392156862745098,0.0,-0.0392156862745098
RWA3D,extremePointsFronts,1000,joint,0.2,createInitialSolutions,scatterSearch,0.014705882352941176,0.024390243902439025,0.009684361549497849
RWA3D,extremePointsFronts,1000,joint,0.2,createInitialSolutions,sobol,0.03431372549019608,0.04878048780487805,0.014466762314681969
RWA3D,extremePointsFronts,1000,EP,0.05,crossover,BLX-alpha,0.4411764705882353,0.45454545454545453,0.01336898395721925
RWA3D,extremePointsFronts,1000,EP,0.05,crossover,BLX-alpha-beta,0.5588235294117647,0.5454545454545454,-0.013368983957219305
RWA3D,extremePointsFronts,1000,EP,0.1,crossover,BLX-alpha,0.4411764705882353,0.42857142857142855,-0.012605042016806733
RWA3D,extremePointsFronts,1000,EP,0.1,crossover,BLX-alpha-beta,0.5588235294117647,0.5714285714285714,0.012605042016806678
RWA3D,extremePointsFronts,1000,EP,0.2,crossover,BLX-alpha,0.4411764705882353,0.4878048780487805,0.046628407460545196
RWA3D,extremePointsFronts,1000,EP,0.2,crossover,BLX-alpha-beta,0.5588235294117647,0.5121951219512195,-0.046628407460545196
RWA3D,extremePointsFronts,1000,HV,0.05,crossover,BLX-alpha,0.4411764705882353,0.45454545454545453,0.01336898395721925
RWA3D,extremePointsFronts,1000,HV,0.05,crossover,BLX-alpha-beta,0.5588235294117647,0.5454545454545454,-0.013368983957219305
RWA3D,extremePointsFronts,1000,HV,0.1,crossover,BLX-alpha,0.4411764705882353,0.42857142857142855,-0.012605042016806733
RWA3D,extremePointsFronts,1000,HV,0.1,crossover,BLX-alpha-beta,0.5588235294117647,0.5714285714285714,0.012605042016806678
RWA3D,extremePointsFronts,1000,HV,0.2,crossover,BLX-alpha,0.4411764705882353,0.34146341463414637,-0.09971305595408891
RWA3D,extremePointsFronts,1000,HV,0.2,crossover,BLX-alpha-beta,0.5588235294117647,0.6585365853658537,0.09971305595408897
RWA3D,extremePointsFronts,1000,joint,0.05,crossover,BLX-alpha,0.4411764705882353,0.45454545454545453,0.01336898395721925
RWA3D,extremePointsFronts,1000,joint,0.05,crossover,BLX-alpha-beta,0.5588235294117647,0.5454545454545454,-0.013368983957219305
RWA3D,extremePointsFronts,1000,joint,0.1,crossover,BLX-alpha,0.4411764705882353,0.47619047619047616,0.03501400560224088
RWA3D,extremePointsFronts,1000,joint,0.1,crossover,BLX-alpha-beta,0.5588235294117647,0.5238095238095238,-0.03501400560224088
RWA3D,extremePointsFronts,1000,joint,0.2,crossover,BLX-alpha,0.4411764705882353,0.4878048780487805,0.046628407460545196
RWA3D,extremePointsFronts,1000,joint,0.2,crossover,BLX-alpha-beta,0.5588235294117647,0.5121951219512195,-0.046628407460545196
RWA3D,extremePointsFronts,1000,EP,0.05,crossoverRepairStrategy,bounds,0.6617647058823529,0.5454545454545454,-0.11631016042780751
RWA3D,extremePointsFronts,1000,EP,0.05,crossoverRepairStrategy,random,0.17647058823529413,0.36363636363636365,0.18716577540106952
RWA3D,extremePointsFronts,1000,EP,0.05,crossoverRepairStrategy,round,0.16176470588235295,0.09090909090909091,-0.07085561497326204
RWA3D,extremePointsFronts,1000,EP,0.1,crossoverRepairStrategy,bounds,0.6617647058823529,0.5714285714285714,-0.09033613445378152
RWA3D,extremePointsFronts,1000,EP,0.1,crossoverRepairStrategy,random,0.17647058823529413,0.19047619047619047,0.014005602240896337
RWA3D,extremePointsFronts,1000,EP,0.1,crossoverRepairStrategy,round,0.16176470588235295,0.23809523809523808,0.07633053221288513
RWA3D,extremePointsFronts,1000,EP,0.2,crossoverRepairStrategy,bounds,0.6617647058823529,0.7073170731707317,0.04555236728837875
RWA3D,extremePointsFronts,1000,EP,0.2,crossoverRepairStrategy,random,0.17647058823529413,0.12195121951219512,-0.05451936872309901
RWA3D,extremePointsFronts,1000,EP,0.2,crossoverRepairStrategy,round,0.16176470588235295,0.17073170731707318,0.008967001434720234
RWA3D,extremePointsFronts,1000,HV,0.05,crossoverRepairStrategy,bounds,0.6617647058823529,0.8181818181818182,0.1564171122994653
RWA3D,extremePointsFronts,1000,HV,0.05,crossoverRepairStrategy,random,0.17647058823529413,0.09090909090909091,-0.08556149732620322
RWA3D,extremePointsFronts,1000,HV,0.05,crossoverRepairStrategy,round,0.16176470588235295,0.09090909090909091,-0.07085561497326204
RWA3D,extremePointsFronts,1000,HV,0.1,crossoverRepairStrategy,bounds,0.6617647058823529,0.6666666666666666,0.004901960784313708
RWA3D,extremePointsFronts,1000,HV,0.1,crossoverRepairStrategy,random,0.17647058823529413,0.14285714285714285,-0.03361344537815128
RWA3D,extremePointsFronts,1000,HV,0.1,crossoverRepairStrategy,round,0.16176470588235295,0.19047619047619047,0.028711484593837516
RWA3D,extremePointsFronts,1000,HV,0.2,crossoverRepairStrategy,bounds,0.6617647058823529,0.5365853658536586,-0.12517934002869435
RWA3D,extremePointsFronts,1000,HV,0.2,crossoverRepairStrategy,random,0.17647058823529413,0.1951219512195122,0.018651362984218073
RWA3D,extremePointsFronts,1000,HV,0.2,crossoverRepairStrategy,round,0.16176470588235295,0.2682926829268293,0.10652797704447634
RWA3D,extremePointsFronts,1000,joint,0.05,crossoverRepairStrategy,bounds,0.6617647058823529,0.8181818181818182,0.1564171122994653
RWA3D,extremePointsFronts,1000,joint,0.05,crossoverRepairStrategy,random,0.17647058823529413,0.0,-0.17647058823529413
RWA3D,extremePointsFronts,1000,joint,0.05,crossoverRepairStrategy,round,0.16176470588235295,0.18181818181818182,0.020053475935828874
RWA3D,extremePointsFronts,1000,joint,0.1,crossoverRepairStrategy,bounds,0.6617647058823529,0.8095238095238095,0.1477591036414566
RWA3D,extremePointsFronts,1000,joint,0.1,crossoverRepairStrategy,random,0.17647058823529413,0.047619047619047616,-0.1288515406162465
RWA3D,extremePointsFronts,1000,joint,0.1,crossoverRepairStrategy,round,0.16176470588235295,0.14285714285714285,-0.0189075630252101
RWA3D,extremePointsFronts,1000,joint,0.2,crossoverRepairStrategy,bounds,0.6617647058823529,0.7560975609756098,0.09433285509325684
RWA3D,extremePointsFronts,1000,joint,0.2,crossoverRepairStrategy,random,0.17647058823529413,0.07317073170731707,-0.10329985652797706
RWA3D,extremePointsFronts,1000,joint,0.2,crossoverRepairStrategy,round,0.16176470588235295,0.17073170731707318,0.008967001434720234
RWA3D,extremePointsFronts,1000,EP,0.05,mutation,levyFlight,0.1323529411764706,0.0,-0.1323529411764706
RWA3D,extremePointsFronts,1000,EP,0.05,mutation,powerLaw,0.8676470588235294,1.0,0.13235294117647056
RWA3D,extremePointsFronts,1000,EP,0.1,mutation,levyFlight,0.1323529411764706,0.047619047619047616,-0.08473389355742297
RWA3D,extremePointsFronts,1000,EP,0.1,mutation,powerLaw,0.8676470588235294,0.9523809523809523,0.08473389355742289
RWA3D,extremePointsFronts,1000,EP,0.2,mutation,levyFlight,0.1323529411764706,0.07317073170731707,-0.05918220946915352
RWA3D,extremePointsFronts,1000,EP,0.2,mutation,powerLaw,0.8676470588235294,0.926829268292683,0.059182209469153535
RWA3D,extremePointsFronts,1000,HV,0.05,mutation,levyFlight,0.1323529411764706,0.0,-0.1323529411764706
RWA3D,extremePointsFronts,1000,HV,0.05,mutation,powerLaw,0.8676470588235294,1.0,0.13235294117647056
RWA3D,extremePointsFronts,1000,HV,0.1,mutation,levyFlight,0.1323529411764706,0.0,-0.1323529411764706
RWA3D,extremePointsFronts,1000,HV,0.1,mutation,powerLaw,0.8676470588235294,1.0,0.13235294117647056
RWA3D,extremePointsFronts,1000,HV,0.2,mutation,levyFlight,0.1323529411764706,0.024390243902439025,-0.10796269727403157
RWA3D,extremePointsFronts,1000,HV,0.2,mutation,powerLaw,0.8676470588235294,0.975609756097561,0.10796269727403152
RWA3D,extremePointsFronts,1000,joint,0.05,mutation,levyFlight,0.1323529411764706,0.0,-0.1323529411764706
RWA3D,extremePointsFronts,1000,joint,0.05,mutation,powerLaw,0.8676470588235294,1.0,0.13235294117647056
RWA3D,extremePointsFronts,1000,joint,0.1,mutation,levyFlight,0.1323529411764706,0.0,-0.1323529411764706
RWA3D,extremePointsFronts,1000,joint,0.1,mutation,powerLaw,0.8676470588235294,1.0,0.13235294117647056
RWA3D,extremePointsFronts,1000,joint,0.2,mutation,levyFlight,0.1323529411764706,0.0,-0.1323529411764706
RWA3D,extremePointsFronts,1000,joint,0.2,mutation,powerLaw,0.8676470588235294,1.0,0.13235294117647056
RWA3D,extremePointsFronts,1000,EP,0.05,mutationRepairStrategy,bounds,0.9411764705882353,0.9090909090909091,-0.03208556149732622
RWA3D,extremePointsFronts,1000,EP,0.05,mutationRepairStrategy,round,0.058823529411764705,0.09090909090909091,0.03208556149732621
RWA3D,extremePointsFronts,1000,EP,0.1,mutationRepairStrategy,bounds,0.9411764705882353,0.9047619047619048,-0.036414565826330514
RWA3D,extremePointsFronts,1000,EP,0.1,mutationRepairStrategy,round,0.058823529411764705,0.09523809523809523,0.03641456582633053
RWA3D,extremePointsFronts,1000,EP,0.2,mutationRepairStrategy,bounds,0.9411764705882353,0.9512195121951219,0.010043041606886627
RWA3D,extremePointsFronts,1000,EP,0.2,mutationRepairStrategy,round,0.058823529411764705,0.04878048780487805,-0.010043041606886655
RWA3D,extremePointsFronts,1000,HV,0.05,mutationRepairStrategy,bounds,0.9411764705882353,0.9090909090909091,-0.03208556149732622
RWA3D,extremePointsFronts,1000,HV,0.05,mutationRepairStrategy,round,0.058823529411764705,0.09090909090909091,0.03208556149732621
RWA3D,extremePointsFronts,1000,HV,0.1,mutationRepairStrategy,bounds,0.9411764705882353,0.8571428571428571,-0.08403361344537819
RWA3D,extremePointsFronts,1000,HV,0.1,mutationRepairStrategy,round,0.058823529411764705,0.14285714285714285,0.08403361344537814
RWA3D,extremePointsFronts,1000,HV,0.2,mutationRepairStrategy,bounds,0.9411764705882353,0.8780487804878049,-0.0631276901004304
RWA3D,extremePointsFronts,1000,HV,0.2,mutationRepairStrategy,round,0.058823529411764705,0.12195121951219512,0.06312769010043041
RWA3D,extremePointsFronts,1000,joint,0.05,mutationRepairStrategy,bounds,0.9411764705882353,0.9090909090909091,-0.03208556149732622
RWA3D,extremePointsFronts,1000,joint,0.05,mutationRepairStrategy,round,0.058823529411764705,0.09090909090909091,0.03208556149732621
RWA3D,extremePointsFronts,1000,joint,0.1,mutationRepairStrategy,bounds,0.9411764705882353,0.9523809523809523,0.011204481792717047
RWA3D,extremePointsFronts,1000,joint,0.1,mutationRepairStrategy,round,0.058823529411764705,0.047619047619047616,-0.011204481792717089
RWA3D,extremePointsFronts,1000,joint,0.2,mutationRepairStrategy,bounds,0.9411764705882353,0.9512195121951219,0.010043041606886627
RWA3D,extremePointsFronts,1000,joint,0.2,mutationRepairStrategy,round,0.058823529411764705,0.04878048780487805,-0.010043041606886655
RWA3D,extremePointsFronts,1000,EP,0.05,offspringPopulationSize,1,0.22058823529411764,0.18181818181818182,-0.03877005347593582
RWA3D,extremePointsFronts,1000,EP,0.05,offspringPopulationSize,10,0.30392156862745096,0.18181818181818182,-0.12210338680926913
RWA3D,extremePointsFronts,1000,EP,0.05,offspringPopulationSize,20,0.1568627450980392,0.2727272727272727,0.1158645276292335
RWA3D,extremePointsFronts,1000,EP,0.05,offspringPopulationSize,5,0.27941176470588236,0.36363636363636365,0.08422459893048129
RWA3D,extremePointsFronts,1000,EP,0.05,offspringPopulationSize,50,0.0392156862745098,0.0,-0.0392156862745098
RWA3D,extremePointsFronts,1000,EP,0.1,offspringPopulationSize,1,0.22058823529411764,0.19047619047619047,-0.030112044817927175
RWA3D,extremePointsFronts,1000,EP,0.1,offspringPopulationSize,10,0.30392156862745096,0.2857142857142857,-0.018207282913165257
RWA3D,extremePointsFronts,1000,EP,0.1,offspringPopulationSize,20,0.1568627450980392,0.19047619047619047,0.03361344537815125
