Evaluation,median_running_best_hv,family,front_type,budget,total_cost,reference_hv,pct_reference_hv
1800,0.5857571875608256,RWA3D,referenceFronts,3000,5400000,0.5859318734847487,99.9701866493652
1900,0.5857624808440042,RWA3D,referenceFronts,3000,5700000,0.5859318734847487,99.97109004503594
2000,0.5857719826713457,RWA3D,referenceFronts,3000,6000000,0.5859318734847487,99.97271170580768
2100,0.5857863997629393,RWA3D,referenceFronts,3000,6300000,0.5859318734847487,99.97517224640056
2200,0.5858084158068733,RWA3D,referenceFronts,3000,6600000,0.5859318734847487,99.9789296873131
2300,0.5858084158068733,RWA3D,referenceFronts,3000,6900000,0.5859318734847487,99.9789296873131
2400,0.5858139119651327,RWA3D,referenceFronts,3000,7200000,0.5859318734847487,99.97986770733011
2500,0.5858277287021179,RWA3D,referenceFronts,3000,7500000,0.5859318734847487,99.98222578641925
2600,0.5858277287021179,RWA3D,referenceFronts,3000,7800000,0.5859318734847487,99.98222578641925
2700,0.5858277287021179,RWA3D,referenceFronts,3000,8100000,0.5859318734847487,99.98222578641925
2800,0.5858277287021179,RWA3D,referenceFronts,3000,8400000,0.5859318734847487,99.98222578641925
2900,0.5858298688471234,RWA3D,referenceFronts,3000,8700000,0.5859318734847487,99.98259104134092
3000,0.5858298688471234,RWA3D,referenceFronts,3000,9000000,0.5859318734847487,99.98259104134092
100,0.584090375919227,RWA3D,referenceFronts,5000,500000,0.5859318734847487,99.68571473086628
200,0.5848867977244423,RWA3D,referenceFronts,5000,1000000,0.5859318734847487,99.82163869084455
300,0.5851282087944781,RWA3D,referenceFronts,5000,1500000,0.5859318734847487,99.86283990910225
400,0.5852843296739603,RWA3D,referenceFronts,5000,2000000,0.5859318734847487,99.88948479506034
500,0.5855000960259946,RWA3D,referenceFronts,5000,2500000,0.5859318734847487,99.92630927275108
600,0.5855654054659754,RWA3D,referenceFronts,5000,3000000,0.5859318734847487,99.9374555242073
700,0.5856307700275392,RWA3D,referenceFronts,5000,3500000,0.5859318734847487,99.9486111831707
800,0.5856604823162819,RWA3D,referenceFronts,5000,4000000,0.5859318734847487,99.95368212914364
900,0.5856756457203043,RWA3D,referenceFronts,5000,4500000,0.5859318734847487,99.95627004161412
1000,0.5857089031026369,RWA3D,referenceFronts,5000,5000000,0.5859318734847487,99.96194602270299
1100,0.5857089031026369,RWA3D,referenceFronts,5000,5500000,0.5859318734847487,99.96194602270299
1200,0.5857140623965759,RWA3D,referenceFronts,5000,6000000,0.5859318734847487,99.96282655065725
1300,0.5857368006251273,RWA3D,referenceFronts,5000,6500000,0.5859318734847487,99.96670724559475
1400,0.5857664544836277,RWA3D,referenceFronts,5000,7000000,0.5859318734847487,99.97176821937725
1500,0.5857795311800217,RWA3D,referenceFronts,5000,7500000,0.5859318734847487,99.97399999699266
1600,0.5857858386016721,RWA3D,referenceFronts,5000,8000000,0.5859318734847487,99.97507647395796
1700,0.5857900223914319,RWA3D,referenceFronts,5000,8500000,0.5859318734847487,99.97579051426692
1800,0.585794357121108,RWA3D,referenceFronts,5000,9000000,0.5859318734847487,99.97653031523564
1900,0.5858064179853382,RWA3D,referenceFronts,5000,9500000,0.5859318734847487,99.97858872249697
2000,0.5858064179853382,RWA3D,referenceFronts,5000,10000000,0.5859318734847487,99.97858872249697
2100,0.5858081340602597,RWA3D,referenceFronts,5000,10500000,0.5859318734847487,99.97888160209597
2200,0.5858299086080021,RWA3D,referenceFronts,5000,11000000,0.5859318734847487,99.98259782726271
2300,0.5858299086080021,RWA3D,referenceFronts,5000,11500000,0.5859318734847487,99.98259782726271
2400,0.5858342689694696,RWA3D,referenceFronts,5000,12000000,0.5859318734847487,99.98334200276584
2500,0.585835945053286,RWA3D,referenceFronts,5000,12500000,0.5859318734847487,99.9836280571507
2600,0.585835945053286,RWA3D,referenceFronts,5000,13000000,0.5859318734847487,99.9836280571507
2700,0.5858419044373219,RWA3D,referenceFronts,5000,13500000,0.5859318734847487,99.98464513512607
2800,0.5858480518888556,RWA3D,referenceFronts,5000,14000000,0.5859318734847487,99.98569431026263
2900,0.5858496630096328,RWA3D,referenceFronts,5000,14500000,0.5859318734847487,99.98596927751566
3000,0.5858496630096328,RWA3D,referenceFronts,5000,15000000,0.5859318734847487,99.98596927751566
100,0.5843114884092315,RWA3D,referenceFronts,7000,700000,0.5859318734847487,99.72345162486549
200,0.5847485274883335,RWA3D,referenceFronts,7000,1400000,0.5859318734847487,99.7980403439435
300,0.5850578467971681,RWA3D,referenceFronts,7000,2100000,0.5859318734847487,99.85083134624807
400,0.5853332845125497,RWA3D,referenceFronts,7000,2800000,0.5859318734847487,99.8978398344096
500,0.5854553513795884,RWA3D,referenceFronts,7000,3500000,0.5859318734847487,99.91867277976768
600,0.5855282927597287,RWA3D,referenceFronts,7000,4200000,0.5859318734847487,99.9311215615188
700,0.5855848086930084,RWA3D,referenceFronts,7000,4900000,0.5859318734847487,99.94076704008673
800,0.5856964376224647,RWA3D,referenceFronts,7000,5600000,0.5859318734847487,99.95981856032446
900,0.5857305496549117,RWA3D,referenceFronts,7000,6300000,0.5859318734847487,99.96564040310015
1000,0.5857475244510901,RWA3D,referenceFronts,7000,7000000,0.5859318734847487,99.96853746280054
1100,0.5857689725748562,RWA3D,referenceFronts,7000,7700000,0.5859318734847487,99.97219797774036
1200,0.5857815166333873,RWA3D,referenceFronts,7000,8400000,0.5859318734847487,99.97433885095425
1300,0.5857951134053885,RWA3D,referenceFronts,7000,9100000,0.5859318734847487,99.9766593889923
1400,0.5857969840636561,RWA3D,referenceFronts,7000,9800000,0.5859318734847487,99.97697865106903
1500,0.5858087770118647,RWA3D,referenceFronts,7000,10500000,0.5859318734847487,99.97899133355693
1600,0.5858150338142243,RWA3D,referenceFronts,7000,11200000,0.5859318734847487,99.98005917141364
1700,0.5858336467202636,RWA3D,referenceFronts,7000,11900000,0.5859318734847487,99.98323580454824
1800,0.58584170053225,RWA3D,referenceFronts,7000,12600000,0.5859318734847487,99.98461033499296
1900,0.5858518313203047,RWA3D,referenceFronts,7000,13300000,0.5859318734847487,99.98633933942389
2000,0.5858645464941077,RWA3D,referenceFronts,7000,14000000,0.5859318734847487,99.98850941659128
2100,0.5858692049816707,RWA3D,referenceFronts,7000,14700000,0.5859318734847487,99.98930447276997
2200,0.585875386355145,RWA3D,referenceFronts,7000,15400000,0.5859318734847487,99.99035943730664
2300,0.5858781518640488,RWA3D,referenceFronts,7000,16100000,0.5859318734847487,99.99083142202515
2400,0.5858821154859947,RWA3D,referenceFronts,7000,16800000,0.5859318734847487,99.9915078866664
2500,0.5858821154859947,RWA3D,referenceFronts,7000,17500000,0.5859318734847487,99.9915078866664
2600,0.5858999660738738,RWA3D,referenceFronts,7000,18200000,0.5859318734847487,99.99455441625233
2700,0.5858999660738738,RWA3D,referenceFronts,7000,18900000,0.5859318734847487,99.99455441625233
2800,0.5859075611100876,RWA3D,referenceFronts,7000,19600000,0.5859318734847487,99.99585064821332
2900,0.5859075611100876,RWA3D,referenceFronts,7000,20300000,0.5859318734847487,99.99585064821332
3000,0.5859075611100876,RWA3D,referenceFronts,7000,21000000,0.5859318734847487,99.99585064821332
100,0.5812984687490332,RWA3D,extremePointsFronts,1000,100000,0.5859318734847487,99.2092246649497
200,0.5825061407432229,RWA3D,extremePointsFronts,1000,200000,0.5859318734847487,99.41533599782655
300,0.5834137633209662,RWA3D,extremePointsFronts,1000,300000,0.5859318734847487,99.57023840522508
400,0.5836891038277017,RWA3D,extremePointsFronts,1000,400000,0.5859318734847487,99.6172303029517
500,0.58417919077914,RWA3D,extremePointsFronts,1000,500000,0.5859318734847487,99.70087261251298
600,0.5843891194404792,RWA3D,extremePointsFronts,1000,600000,0.5859318734847487,99.7367007814246
700,0.5845418117548401,RWA3D,extremePointsFronts,1000,700000,0.5859318734847487,99.76276051998308
800,0.5847519133317491,RWA3D,extremePointsFronts,1000,800000,0.5859318734847487,99.79861820010201
900,0.5848205312130819,RWA3D,extremePointsFronts,1000,900000,0.5859318734847487,99.81032909763769
1000,0.5848821209099175,RWA3D,extremePointsFronts,1000,1000000,0.5859318734847487,99.82084050683436
1100,0.584933343514039,RWA3D,extremePointsFronts,1000,1100000,0.5859318734847487,99.8295825818843
1200,0.5850106083805642,RWA3D,extremePointsFronts,1000,1200000,0.5859318734847487,99.84276924573066
1300,0.5850702912878111,RWA3D,extremePointsFronts,1000,1300000,0.5859318734847487,99.85295522637921
1400,0.5850829146104228,RWA3D,extremePointsFronts,1000,1400000,0.5859318734847487,99.85510962745944
1500,0.5850829146104228,RWA3D,extremePointsFronts,1000,1500000,0.5859318734847487,99.85510962745944
1600,0.5850976968498652,RWA3D,extremePointsFronts,1000,1600000,0.5859318734847487,99.85763248721693
1700,0.5850990774564149,RWA3D,extremePointsFronts,1000,1700000,0.5859318734847487,99.85786811299734
1800,0.5851081324301077,RWA3D,extremePointsFronts,1000,1800000,0.5859318734847487,99.85941351001406
1900,0.5851118711830345,RWA3D,extremePointsFronts,1000,1900000,0.5859318734847487,99.86005159664086
2000,0.5851170690699327,RWA3D,extremePointsFronts,1000,2000000,0.5859318734847487,99.86093871119007
2100,0.5851529053230478,RWA3D,extremePointsFronts,1000,2100000,0.5859318734847487,99.86705482378554
2200,0.5851714384339606,RWA3D,extremePointsFronts,1000,2200000,0.5859318734847487,99.87021783842111
2300,0.5851714384339606,RWA3D,extremePointsFronts,1000,2300000,0.5859318734847487,99.87021783842111
2400,0.5851714384339606,RWA3D,extremePointsFronts,1000,2400000,0.5859318734847487,99.87021783842111
2500,0.5851806712124021,RWA3D,extremePointsFronts,1000,2500000,0.5859318734847487,99.87179358107302
2600,0.585182799353864,RWA3D,extremePointsFronts,1000,2600000,0.5859318734847487,99.87215678737022
2700,0.585182799353864,RWA3D,extremePointsFronts,1000,2700000,0.5859318734847487,99.87215678737022
2800,0.585182799353864,RWA3D,extremePointsFronts,1000,2800000,0.5859318734847487,99.87215678737022
2900,0.585182799353864,RWA3D,extremePointsFronts,1000,2900000,0.5859318734847487,99.87215678737022
3000,0.5851942433906863,RWA3D,extremePointsFronts,1000,3000000,0.5859318734847487,99.87410992174304
100,0.5839867278930916,RWA3D,extremePointsFronts,3000,300000,0.5859318734847487,99.66802529787488
200,0.5847285628407664,RWA3D,extremePointsFronts,3000,600000,0.5859318734847487,99.79463301137282
300,0.5849947514238663,RWA3D,extremePointsFronts,3000,900000,0.5859318734847487,99.84006296580027
400,0.5851734897007932,RWA3D,extremePointsFronts,3000,1200000,0.5859318734847487,99.87056792465562
500,0.5853086692969461,RWA3D,extremePointsFronts,3000,1500000,0.5859318734847487,99.89363879727242
600,0.5854025252743245,RWA3D,extremePointsFronts,3000,1800000,0.5859318734847487,99.90965703789486
700,0.5855028942060051,RWA3D,extremePointsFronts,3000,2100000,0.5859318734847487,99.92678683339201
800,0.5855622116104306,RWA3D,extremePointsFronts,3000,2400000,0.5859318734847487,99.9369104342934
900,0.5855931948306479,RWA3D,extremePointsFronts,3000,2700000,0.5859318734847487,99.94219828798754
1000,0.5856187445151616,RWA3D,extremePointsFronts,3000,3000000,0.5859318734847487,99.94655880935017
1100,0.5856351349468785,RWA3D,extremePointsFronts,3000,3300000,0.5859318734847487,99.94935613655808
1200,0.5856863175203967,RWA3D,extremePointsFronts,3000,3600000,0.5859318734847487,99.95809137965279
1300,0.5857027561944245,RWA3D,extremePointsFronts,3000,3900000,0.5859318734847487,99.96089694029416
1400,0.5857488657160819,RWA3D,extremePointsFronts,3000,4200000,0.5859318734847487,99.96876637422395
1500,0.5857721865448152,RWA3D,extremePointsFronts,3000,4500000,0.5859318734847487,99.97274650054727
1600,0.5857817964005049,RWA3D,extremePointsFronts,3000,4800000,0.5859318734847487,99.97438659833415
1700,0.5857875631946173,RWA3D,extremePointsFronts,3000,5100000,0.5859318734847487,99.97537080731362
1800,0.5857901631009297,RWA3D,extremePointsFronts,3000,5400000,0.5859318734847487,99.97581452891848
1900,0.5857908045001202,RWA3D,extremePointsFronts,3000,5700000,0.5859318734847487,99.9759239954315
2000,0.5857957841503977,RWA3D,extremePointsFronts,3000,6000000,0.5859318734847487,99.97677386390646
2100,0.5858012927098577,RWA3D,extremePointsFronts,3000,6300000,0.5859318734847487,99.97771400041538
2200,0.5858115644931403,RWA3D,extremePointsFronts,3000,6600000,0.5859318734847487,99.97946706826292
2300,0.5858161456981485,RWA3D,extremePointsFronts,3000,6900000,0.5859318734847487,99.98024893475893
2400,0.5858161456981485,RWA3D,extremePointsFronts,3000,7200000,0.5859318734847487,99.98024893475893
2500,0.5858161456981485,RWA3D,extremePointsFronts,3000,7500000,0.5859318734847487,99.98024893475893
2600,0.5858314564145528,RWA3D,extremePointsFronts,3000,7800000,0.5859318734847487,99.98286198878401
2700,0.5858314564145528,RWA3D,extremePointsFronts,3000,8100000,0.5859318734847487,99.98286198878401
2800,0.5858343984382935,RWA3D,extremePointsFronts,3000,8400000,0.5859318734847487,99.98336409899065
2900,0.5858359919456446,RWA3D,extremePointsFronts,3000,8700000,0.5859318734847487,99.9836360601901
3000,0.5858538306694312,RWA3D,extremePointsFronts,3000,9000000,0.5859318734847487,99.98668056495146
100,0.5842638205849849,RWA3D,extremePointsFronts,5000,500000,0.5859318734847487,99.71531623807334
200,0.5849261485202968,RWA3D,extremePointsFronts,5000,1000000,0.5859318734847487,99.82835462449404
300,0.5852199696528398,RWA3D,extremePointsFronts,5000,1500000,0.5859318734847487,99.87850057931225
400,0.5854239243751354,RWA3D,extremePointsFronts,5000,2000000,0.5859318734847487,99.91330918616998
500,0.5855161948425192,RWA3D,extremePointsFronts,5000,2500000,0.5859318734847487,99.92905683048826
600,0.5855832071703242,RWA3D,extremePointsFronts,5000,3000000,0.5859318734847487,99.94049371092395
700,0.5856284011782132,RWA3D,extremePointsFronts,5000,3500000,0.5859318734847487,99.9482068956702
800,0.5856866992520293,RWA3D,extremePointsFronts,5000,4000000,0.5859318734847487,99.9581565291437
900,0.5857332211795605,RWA3D,extremePointsFronts,5000,4500000,0.5859318734847487,99.96609634768514
1000,0.5857490554934639,RWA3D,extremePointsFronts,5000,5000000,0.5859318734847487,99.96879876320816
1100,0.5857905051015804,RWA3D,extremePointsFronts,5000,5500000,0.5859318734847487,99.97587289759002
1200,0.5857984527882354,RWA3D,extremePointsFronts,5000,6000000,0.5859318734847487,99.97722931580427
1300,0.5858104759872602,RWA3D,extremePointsFronts,5000,6500000,0.5859318734847487,99.97928129480881
1400,0.5858228691183993,RWA3D,extremePointsFronts,5000,7000000,0.5859318734847487,99.98139640950045
1500,0.585829095573959,RWA3D,extremePointsFronts,5000,7500000,0.5859318734847487,99.98245906812025
1600,0.58583523138624,RWA3D,extremePointsFronts,5000,8000000,0.5859318734847487,99.98350625680526
1700,0.5858630123483755,RWA3D,extremePointsFronts,5000,8500000,0.5859318734847487,99.98824758653873
1800,0.585863768089071,RWA3D,extremePointsFronts,5000,9000000,0.5859318734847487,99.98837656752266
1900,0.5858690123448429,RWA3D,extremePointsFronts,5000,9500000,0.5859318734847487,99.98927159576897
2000,0.5858690123448429,RWA3D,extremePointsFronts,5000,10000000,0.5859318734847487,99.98927159576897
2100,0.5858807391948586,RWA3D,extremePointsFronts,5000,10500000,0.5859318734847487,99.9912729973903
2200,0.5858847303337019,RWA3D,extremePointsFronts,5000,11000000,0.5859318734847487,99.9919541582938
2300,0.5858847303337019,RWA3D,extremePointsFronts,5000,11500000,0.5859318734847487,99.9919541582938
2400,0.5858865952287723,RWA3D,extremePointsFronts,5000,12000000,0.5859318734847487,99.99227243677544
2500,0.5858932903816914,RWA3D,extremePointsFronts,5000,12500000,0.5859318734847487,99.99341508717934
2600,0.5858932903816914,RWA3D,extremePointsFronts,5000,13000000,0.5859318734847487,99.99341508717934
2700,0.5858965661278847,RWA3D,extremePointsFronts,5000,13500000,0.5859318734847487,99.99397415323149
2800,0.5858965661278847,RWA3D,extremePointsFronts,5000,14000000,0.5859318734847487,99.99397415323149
2900,0.5858965661278847,RWA3D,extremePointsFronts,5000,14500000,0.5859318734847487,99.99397415323149
3000,0.5858965661278847,RWA3D,extremePointsFronts,5000,15000000,0.5859318734847487,99.99397415323149
100,0.584453237789507,RWA3D,extremePointsFronts,7000,700000,0.5859318734847487,99.74764375140614
200,0.5849296777182935,RWA3D,extremePointsFronts,7000,1400000,0.5859318734847487,99.828956946736
300,0.5851946018977183,RWA3D,extremePointsFronts,7000,2100000,0.5859318734847487,99.87417110753071
400,0.5854478237099184,RWA3D,extremePointsFronts,7000,2800000,0.5859318734847487,99.91738804514057
500,0.5855045643793441,RWA3D,extremePointsFronts,7000,3500000,0.5859318734847487,99.92707187904571
600,0.5856561500683128,RWA3D,extremePointsFronts,7000,4200000,0.5859318734847487,99.95294275172367
700,0.5856918124531049,RWA3D,extremePointsFronts,7000,4900000,0.5859318734847487,99.95902919050707
800,0.5857368695003857,RWA3D,extremePointsFronts,7000,5600000,0.5859318734847487,99.96671900041838
900,0.5857822226689311,RWA3D,extremePointsFronts,7000,6300000,0.5859318734847487,99.97445934884415
1000,0.5858043296595818,RWA3D,extremePointsFronts,7000,7000000,0.5859318734847487,99.97823231147875
1100,0.5858221344927539,RWA3D,extremePointsFronts,7000,7700000,0.5859318734847487,99.98127103218636
1200,0.5858421693297614,RWA3D,extremePointsFronts,7000,8400000,0.5859318734847487,99.98469034386987
1300,0.5858613808409657,RWA3D,extremePointsFronts,7000,9100000,0.5859318734847487,99.98796913993367
1400,0.5858704579148438,RWA3D,extremePointsFronts,7000,9800000,0.5859318734847487,99.98951830875156
1500,0.5858704579148438,RWA3D,extremePointsFronts,7000,10500000,0.5859318734847487,99.98951830875156
1600,0.5858995266749328,RWA3D,extremePointsFronts,7000,11200000,0.5859318734847487,99.99447942477963
1700,0.5859034186802433,RWA3D,extremePointsFronts,7000,11900000,0.5859318734847487,99.99514366673105
1800,0.5859117312422029,RWA3D,extremePointsFronts,7000,12600000,0.5859318734847487,99.99656235759524
1900,0.5859117312422029,RWA3D,extremePointsFronts,7000,13300000,0.5859318734847487,99.99656235759524
2000,0.5859147764176136,RWA3D,extremePointsFronts,7000,14000000,0.5859318734847487,99.99708207252262
2100,0.5859160813331141,RWA3D,extremePointsFronts,7000,14700000,0.5859318734847487,99.99730478023994
2200,0.5859307689027622,RWA3D,extremePointsFronts,7000,15400000,0.5859318734847487,99.99981148286405
2300,0.5859403089407536,RWA3D,extremePointsFronts,7000,16100000,0.5859318734847487,100.00143966498266
2400,0.5859466562406581,RWA3D,extremePointsFronts,7000,16800000,0.5859318734847487,100.00252294790202
2500,0.5859466562406581,RWA3D,extremePointsFronts,7000,17500000,0.5859318734847487,100.00252294790202
2600,0.5859466562406581,RWA3D,extremePointsFronts,7000,18200000,0.5859318734847487,100.00252294790202
2700,0.5859466562406581,RWA3D,extremePointsFronts,7000,18900000,0.5859318734847487,100.00252294790202
2800,0.5859466562406581,RWA3D,extremePointsFronts,7000,19600000,0.5859318734847487,100.00252294790202
2900,0.5859466562406581,RWA3D,extremePointsFronts,7000,20300000,0.5859318734847487,100.00252294790202
3000,0.585949471931081,RWA3D,extremePointsFronts,7000,21000000,0.5859318734847487,100.00300349701538
